,customer lifetime value,income,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,month,customer lifetime value_temp,income_temp,months since last claim_temp,months since policy inception_temp
3563,31934.62164,56516,199,26.0,46,0.0,2,1,7902,56516.0,26.0,46.0
3564,7089.046071,28121,90,16.0,0,0.0,4,1,4711,28121.0,16.0,48.064593825268226
3565,7661.388132,66726,97,3.0,60,1.0,7,2,5149,66726.0,3.0,60.0
3566,18542.30074,0,72,30.0,48,0.0,2,1,7454,37657.38000875848,30.0,48.0
3567,2867.312197,23376,78,19.0,18,0.0,1,1,1157,23376.0,19.0,18.0
3568,2551.226692,79751,63,15.0,67,0.0,1,1,560,79751.0,15.0,67.0
3569,2577.514741,49467,65,1.0,96,0.0,1,2,615,49467.0,1.0,96.0
3570,8609.158215,79090,107,2.0,74,0.0,3,1,5842,79090.0,2.0,74.0
3571,7316.650059,30493,62,15.0,56,1.0,2,1,4871,30493.0,15.0,56.0
3572,32467.66151,37675,104,23.0,18,0.0,2,1,7915,37675.0,23.0,18.0
3573,5061.180855,59216,64,0.0,66,2.0,7,2,3110,59216.0,15.097000218962119,66.0
3574,3135.579831,0,91,12.0,6,0.0,1,1,1415,37657.38000875848,12.0,6.0
3575,3595.31286,0,103,20.0,43,0.0,1,1,1731,37657.38000875848,20.0,43.0
3576,2842.822337,43793,71,8.0,31,0.0,1,1,1108,43793.0,8.0,31.0
3577,7535.42519,37496,65,1.0,36,0.0,2,1,5049,37496.0,1.0,36.0
3578,18039.11422,0,63,28.0,82,0.0,2,1,7427,37657.38000875848,28.0,82.0
3579,14031.70314,58092,72,7.0,56,1.0,2,1,7065,58092.0,7.0,56.0
3580,5652.72374,16171,74,8.0,36,0.0,4,1,3874,16171.0,8.0,36.0
3581,9339.341599,69442,118,26.0,6,3.0,3,2,6209,69442.0,26.0,6.0
3582,8521.738901,37910,108,7.0,9,0.0,7,2,5784,37910.0,7.0,9.0
3583,15695.53941,97750,65,15.0,51,0.0,2,1,7256,97750.0,15.0,51.0
3584,3337.980868,60607,83,2.0,82,0.0,1,1,1545,60607.0,2.0,82.0
3585,5598.273622,14174,72,1.0,62,0.0,8,2,3806,14174.0,1.0,62.0
3586,11981.98481,21514,62,0.0,59,0.0,2,1,6777,21514.0,15.097000218962119,59.0
3587,5318.89664,25134,67,3.0,0,0.0,6,1,3458,25134.0,3.0,48.064593825268226
3588,2889.087654,72075,73,32.0,1,2.0,1,2,1191,72075.0,32.0,1.0
3589,6106.941981,16654,79,23.0,31,0.0,7,2,4208,16654.0,23.0,31.0
3590,5970.995737,64008,85,9.0,66,5.0,5,1,4141,64008.0,9.0,66.0
3591,7832.569008,34644,66,7.0,36,0.0,2,1,5271,34644.0,7.0,36.0
3592,21147.27716,49721,132,18.0,49,0.0,2,1,7596,49721.0,18.0,49.0
3593,7597.910661,49937,64,1.0,45,0.0,2,2,5094,49937.0,1.0,45.0
3594,3479.760165,35033,87,26.0,53,0.0,1,1,1646,35033.0,26.0,53.0
3595,10960.93667,29815,95,35.0,18,0.0,2,2,6624,29815.0,35.0,18.0
3596,7200.664877,0,66,16.0,77,0.0,2,1,4778,37657.38000875848,16.0,77.0
3597,4690.793868,43367,118,6.0,20,0.0,1,1,2596,43367.0,6.0,20.0
3598,6685.797205,31517,84,33.0,74,2.0,3,2,4490,31517.0,33.0,74.0
3599,2576.513006,37574,66,19.0,14,1.0,1,2,613,37574.0,19.0,14.0
3600,2523.171245,0,70,20.0,81,0.0,1,1,502,37657.38000875848,20.0,81.0
3601,11546.17372,81081,96,32.0,34,1.0,2,2,6715,81081.0,32.0,34.0
3602,12252.60179,0,115,12.0,17,1.0,2,2,6809,37657.38000875848,12.0,17.0
3603,2672.095756,52822,67,23.0,88,0.0,1,2,797,52822.0,23.0,88.0
3604,2396.219292,0,66,6.0,71,2.0,1,1,230,37657.38000875848,6.0,71.0
3605,19160.98994,22705,239,19.0,59,0.0,7,2,7488,22705.0,19.0,59.0
3606,2486.428407,0,72,22.0,55,0.0,1,2,420,37657.38000875848,22.0,55.0
3607,8992.779137,0,129,13.0,4,0.0,7,1,6058,37657.38000875848,13.0,4.0
3608,35440.14262,74560,110,31.0,20,0.0,2,2,7946,74560.0,31.0,20.0
3609,5420.361822,31614,71,26.0,69,0.0,4,1,3601,31614.0,26.0,69.0
3610,2227.072755,27972,61,7.0,38,0.0,1,1,77,27972.0,7.0,38.0
3611,4530.530663,34640,117,23.0,54,2.0,1,1,2443,34640.0,23.0,54.0
3612,9035.671134,34337,113,20.0,44,0.0,9,1,6084,34337.0,20.0,44.0
3613,5728.581037,29730,72,1.0,76,0.0,3,1,3943,29730.0,1.0,76.0
3614,2576.380679,24732,67,4.0,49,0.0,1,1,611,24732.0,4.0,49.0
3615,2745.129849,91757,69,29.0,58,1.0,1,1,935,91757.0,29.0,58.0
3616,7799.440458,0,105,33.0,7,0.0,3,1,5253,37657.38000875848,33.0,7.0
3617,4754.653816,30886,61,8.0,36,0.0,6,2,2676,30886.0,8.0,36.0
3618,7914.82311,77153,99,3.0,27,1.0,5,2,5331,77153.0,3.0,27.0
3619,9103.700091,0,131,18.0,41,0.0,3,2,6119,37657.38000875848,18.0,41.0
3620,18484.80858,36153,117,27.0,6,1.0,2,2,7449,36153.0,27.0,6.0
3621,14260.91441,0,99,2.0,30,0.0,2,1,7100,37657.38000875848,2.0,30.0
3622,14206.98091,26056,73,17.0,73,0.0,2,1,7092,26056.0,17.0,73.0
3623,3096.511217,21604,79,14.0,28,0.0,1,2,1390,21604.0,14.0,28.0
3624,7421.593541,47406,94,2.0,96,1.0,6,1,4951,47406.0,2.0,96.0
3625,3337.59441,43510,83,8.0,75,0.0,1,1,1544,43510.0,8.0,75.0
3626,2627.831472,31964,67,30.0,90,0.0,1,2,721,31964.0,30.0,90.0
3627,5219.886414,64964,66,9.0,84,0.0,5,1,3321,64964.0,9.0,84.0
3628,5275.056933,81850,132,1.0,75,0.0,1,1,3398,81850.0,1.0,75.0
3629,6265.343299,0,84,18.0,25,1.0,4,1,4281,37657.38000875848,18.0,25.0
3630,8717.049833,83846,74,22.0,94,3.0,2,2,5926,83846.0,22.0,94.0
3631,5570.17755,22679,72,25.0,32,0.0,4,1,3774,22679.0,25.0,32.0
3632,6827.044423,0,102,5.0,26,0.0,9,1,4565,37657.38000875848,5.0,26.0
3633,10620.49148,35601,69,34.0,15,0.0,2,1,6557,35601.0,34.0,15.0
3634,8060.161694,23671,69,32.0,45,0.0,2,1,5439,23671.0,32.0,45.0
3635,4468.510542,0,73,7.0,57,3.0,5,1,2371,37657.38000875848,7.0,57.0
3636,2933.498052,0,78,22.0,98,0.0,1,1,1262,37657.38000875848,22.0,98.0
3637,3652.532435,39679,92,2.0,85,0.0,1,2,1760,39679.0,2.0,85.0
3638,5181.054467,0,70,4.0,64,0.0,7,2,3272,37657.38000875848,4.0,64.0
3639,2267.604038,0,61,3.0,67,0.0,1,1,102,37657.38000875848,3.0,67.0
3640,2764.032126,33837,72,29.0,54,4.0,1,1,977,33837.0,29.0,54.0
3641,4002.857594,0,114,3.0,93,0.0,1,1,2001,37657.38000875848,3.0,93.0
3642,4089.429492,28506,104,27.0,37,0.0,1,2,2070,28506.0,27.0,37.0
3643,8736.501241,53173,112,30.0,57,0.0,4,2,5941,53173.0,30.0,57.0
3644,9029.71466,16972,125,17.0,89,0.0,5,2,6078,16972.0,17.0,89.0
3645,11510.36033,0,61,11.0,39,0.0,2,2,6708,37657.38000875848,11.0,39.0
3646,8954.840118,97736,74,19.0,22,0.0,2,1,6046,97736.0,19.0,22.0
3647,9152.489511,60423,114,23.0,44,0.0,9,2,6140,60423.0,23.0,44.0
3648,3748.99343,82189,94,20.0,17,0.0,1,2,1835,82189.0,20.0,17.0
3649,6756.062791,46879,86,3.0,62,2.0,3,1,4530,46879.0,3.0,62.0
3650,13104.30284,30130,110,22.0,12,0.0,2,1,6937,30130.0,22.0,12.0
3651,13406.92021,25048,167,0.0,11,0.0,5,1,6988,25048.0,15.097000218962119,11.0
3652,4794.116328,70012,119,22.0,33,0.0,1,2,2738,70012.0,22.0,33.0
3653,3123.080994,0,101,1.0,83,4.0,1,2,1407,37657.38000875848,1.0,83.0
3654,6545.802896,55366,86,11.0,54,2.0,4,1,4419,55366.0,11.0,54.0
3655,2867.312197,23376,78,19.0,18,0.0,1,1,1157,23376.0,19.0,18.0
3656,2806.696138,37009,71,1.0,45,0.0,1,2,1047,37009.0,1.0,45.0
3657,4953.358432,0,68,11.0,90,0.0,4,2,2968,37657.38000875848,11.0,90.0
3658,2496.476385,0,67,25.0,32,0.0,1,1,439,37657.38000875848,25.0,32.0
3659,6515.026481,47259,81,22.0,54,0.0,5,2,4408,47259.0,22.0,54.0
3660,4628.280887,0,62,32.0,31,0.0,3,2,2531,37657.38000875848,32.0,31.0
3661,4146.409412,0,116,25.0,5,1.0,1,1,2114,37657.38000875848,25.0,5.0
3662,2886.232446,52972,74,3.0,68,0.0,1,2,1186,52972.0,3.0,68.0
3663,2369.369299,49746,61,5.0,88,0.0,1,1,192,49746.0,5.0,88.0
3664,12694.88894,73274,105,6.0,90,0.0,2,1,6870,73274.0,6.0,90.0
3665,2779.85389,38893,69,12.0,60,0.0,1,1,1005,38893.0,12.0,60.0
3666,10594.13249,64669,131,22.0,32,0.0,6,1,6552,64669.0,22.0,32.0
3667,8302.321168,78032,103,8.0,49,0.0,3,2,5623,78032.0,8.0,49.0
3668,25030.37545,26292,80,1.0,81,2.0,2,2,7756,26292.0,1.0,81.0
3669,4526.606038,0,135,28.0,66,0.0,1,2,2433,37657.38000875848,28.0,66.0
3670,27934.62373,76912,116,0.0,55,2.0,2,2,7832,76912.0,15.097000218962119,55.0
3671,3781.690691,46573,94,26.0,62,0.0,1,2,1852,46573.0,26.0,62.0
3672,4505.842815,24790,113,4.0,39,0.0,1,1,2407,24790.0,4.0,39.0
3673,4439.677708,75453,112,6.0,90,0.0,1,1,2346,75453.0,6.0,90.0
3674,10179.71704,14290,271,20.0,40,0.0,1,1,6454,14290.0,20.0,40.0
3675,5556.91458,29120,72,31.0,77,0.0,3,1,3757,29120.0,31.0,77.0
3676,5251.152281,0,72,21.0,65,0.0,3,1,3361,37657.38000875848,21.0,65.0
3677,9337.895228,76381,116,23.0,33,0.0,4,2,6207,76381.0,23.0,33.0
3678,5018.727893,0,68,34.0,68,0.0,4,1,3060,37657.38000875848,34.0,68.0
3679,3571.82831,74931,89,13.0,16,0.0,1,1,1710,74931.0,13.0,16.0
3680,6556.099198,0,63,6.0,58,0.0,2,1,4425,37657.38000875848,6.0,58.0
3681,6292.735356,26577,79,9.0,40,0.0,7,2,4310,26577.0,9.0,40.0
3682,15428.01044,33879,98,16.0,82,0.0,2,2,7226,33879.0,16.0,82.0
3683,3611.183505,63329,92,33.0,87,0.0,1,2,1737,63329.0,33.0,87.0
3684,7122.273163,64571,89,34.0,91,0.0,6,2,4730,64571.0,34.0,91.0
3685,5041.29961,36234,63,0.0,44,0.0,5,1,3087,36234.0,15.097000218962119,44.0
3686,8364.559003,72117,70,1.0,98,0.0,2,1,5660,72117.0,1.0,98.0
3687,8193.160528,89219,73,12.0,9,4.0,2,2,5542,89219.0,12.0,9.0
3688,5837.528088,83308,73,3.0,81,1.0,7,1,4041,83308.0,3.0,81.0
3689,5100.737803,41186,70,15.0,29,4.0,3,2,3165,41186.0,15.0,29.0
3690,4778.682644,0,73,8.0,17,2.0,9,1,2718,37657.38000875848,8.0,17.0
3691,4749.127521,0,123,33.0,35,0.0,1,1,2673,37657.38000875848,33.0,35.0
3692,3726.727996,0,112,7.0,34,1.0,1,2,1814,37657.38000875848,7.0,34.0
3693,7980.488637,72734,66,7.0,96,0.0,2,1,5366,72734.0,7.0,96.0
3694,8789.88406,22849,109,5.0,75,0.0,4,2,5964,22849.0,5.0,75.0
3695,4529.062612,65134,112,28.0,48,0.0,1,2,2437,65134.0,28.0,48.0
3696,4558.972934,37709,116,19.0,39,0.0,1,2,2471,37709.0,19.0,39.0
3697,2771.045031,50071,71,3.0,32,0.0,1,1,984,50071.0,3.0,32.0
3698,8609.158215,79090,107,2.0,74,0.0,3,1,5842,79090.0,2.0,74.0
3699,2231.786517,0,61,26.0,79,1.0,1,1,82,37657.38000875848,26.0,79.0
3700,7633.821822,0,67,7.0,4,0.0,2,1,5128,37657.38000875848,7.0,4.0
3701,8842.650024,42142,112,1.0,8,0.0,3,2,5992,42142.0,1.0,8.0
3702,10963.95723,55687,276,33.0,91,0.0,1,2,6625,55687.0,33.0,91.0
3703,8835.159206,22373,112,11.0,59,0.0,8,1,5986,22373.0,11.0,59.0
3704,23444.90045,69906,74,34.0,32,2.0,2,1,7703,69906.0,34.0,32.0
3705,8581.278701,27689,239,0.0,72,2.0,1,1,5821,27689.0,15.097000218962119,72.0
3706,2465.444865,64997,63,7.0,99,1.0,1,1,372,64997.0,7.0,99.0
3707,4311.416903,0,67,0.0,71,1.0,3,2,2235,37657.38000875848,15.097000218962119,71.0
3708,3747.060981,0,107,17.0,81,0.0,1,2,1833,37657.38000875848,17.0,81.0
3709,22500.88348,0,71,1.0,23,0.0,2,1,7666,37657.38000875848,1.0,23.0
3710,6630.836094,0,66,20.0,53,0.0,2,1,4457,37657.38000875848,20.0,53.0
3711,2906.893312,45128,72,13.0,34,0.0,1,1,1220,45128.0,13.0,34.0
3712,5112.306584,44743,137,16.0,55,4.0,1,2,3181,44743.0,16.0,55.0
3713,8728.456239,0,124,23.0,30,0.0,7,1,5937,37657.38000875848,23.0,30.0
3714,7261.615478,0,101,7.0,19,0.0,4,1,4824,37657.38000875848,7.0,19.0
3715,9357.737821,33060,117,19.0,91,0.0,3,1,6215,33060.0,19.0,91.0
3716,13272.22792,0,194,31.0,11,0.0,4,2,6967,37657.38000875848,31.0,11.0
3717,4754.449647,0,136,5.0,46,0.0,1,1,2675,37657.38000875848,5.0,46.0
3718,9470.624437,22514,80,22.0,96,0.0,2,2,6270,22514.0,22.0,96.0
3719,8205.387936,85840,102,14.0,79,2.0,4,2,5553,85840.0,14.0,79.0
3720,10442.65139,17269,139,3.0,31,0.0,5,1,6514,17269.0,3.0,31.0
3721,7205.019561,0,64,27.0,62,0.0,2,2,4780,37657.38000875848,27.0,62.0
3722,2226.589837,0,62,19.0,26,0.0,1,2,76,37657.38000875848,19.0,26.0
3723,3992.583886,0,111,35.0,68,0.0,1,1,1995,37657.38000875848,35.0,68.0
3724,4974.801539,75644,65,5.0,68,3.0,9,1,2995,75644.0,5.0,68.0
3725,36707.42639,24804,104,1.0,28,0.0,2,1,7964,24804.0,1.0,28.0
3726,5504.139033,0,73,18.0,45,0.0,5,2,3689,37657.38000875848,18.0,45.0
3727,5638.930838,20920,74,19.0,14,0.0,4,1,3859,20920.0,19.0,14.0
3728,5345.994644,0,72,6.0,67,0.0,8,2,3499,37657.38000875848,6.0,67.0
3729,6997.827397,56940,87,11.0,10,0.0,9,2,4672,56940.0,11.0,10.0
3730,6670.850638,56531,170,34.0,24,3.0,1,1,4476,56531.0,34.0,24.0
3731,8024.508444,95191,101,6.0,15,0.0,3,2,5408,95191.0,6.0,15.0
3732,8495.164213,23791,110,11.0,71,3.0,7,1,5760,23791.0,11.0,71.0
3733,10640.93932,50450,90,11.0,68,0.0,2,1,6566,50450.0,11.0,68.0
3734,7950.570995,70610,99,2.0,11,0.0,3,1,5354,70610.0,2.0,11.0
3735,4834.710493,38713,66,31.0,69,4.0,6,1,2786,38713.0,31.0,69.0
3736,2402.172069,43246,62,19.0,89,0.0,1,2,239,43246.0,19.0,89.0
3737,14641.51818,0,133,24.0,46,0.0,2,1,7137,37657.38000875848,24.0,46.0
3738,26900.27013,63009,112,17.0,49,0.0,2,1,7808,63009.0,17.0,49.0
3739,5619.689084,0,153,25.0,5,0.0,1,1,3831,37657.38000875848,25.0,5.0
3740,8157.933629,86811,102,19.0,22,0.0,5,1,5507,86811.0,19.0,22.0
3741,9162.063169,29723,80,8.0,79,0.0,2,2,6146,29723.0,8.0,79.0
3742,5083.789524,62088,64,6.0,28,2.0,4,1,3140,62088.0,6.0,28.0
3743,2837.007353,41408,73,4.0,89,1.0,1,1,1092,41408.0,4.0,89.0
3744,5004.263818,39161,63,18.0,83,1.0,4,1,3034,39161.0,18.0,83.0
3745,10455.48983,28363,133,0.0,35,0.0,3,2,6516,28363.0,15.097000218962119,35.0
3746,4889.765364,46819,62,15.0,0,0.0,5,2,2875,46819.0,15.0,48.064593825268226
3747,21480.81781,15505,68,24.0,2,0.0,2,2,7613,15505.0,24.0,2.0
3748,2494.869528,45855,62,0.0,26,1.0,1,2,435,45855.0,15.097000218962119,26.0
3749,18975.45611,65999,237,1.0,14,0.0,6,1,7481,65999.0,1.0,14.0
3750,6005.214792,26876,76,17.0,72,0.0,8,1,4158,26876.0,17.0,72.0
3751,9435.540893,0,129,13.0,19,0.0,8,1,6258,37657.38000875848,13.0,19.0
3752,2359.423599,19864,63,22.0,96,0.0,1,1,184,19864.0,22.0,96.0
3753,8160.587729,24980,71,34.0,14,0.0,2,2,5509,24980.0,34.0,14.0
3754,3803.79853,26050,97,4.0,51,0.0,1,1,1867,26050.0,4.0,51.0
3755,2711.899826,0,74,13.0,68,0.0,1,2,872,37657.38000875848,13.0,68.0
3756,4293.997319,16701,113,20.0,26,0.0,1,1,2220,16701.0,20.0,26.0
3757,9027.867218,99002,112,33.0,75,1.0,8,1,6075,99002.0,33.0,75.0
3758,15777.88702,98713,65,3.0,91,0.0,2,1,7266,98713.0,3.0,91.0
3759,17857.97233,55437,64,5.0,78,1.0,2,2,7423,55437.0,5.0,78.0
3760,9350.872287,0,275,3.0,64,1.0,1,2,6212,37657.38000875848,3.0,64.0
3761,2727.520769,74592,67,9.0,30,0.0,1,1,902,74592.0,9.0,30.0
3762,2756.941661,29926,74,25.0,34,0.0,1,1,964,29926.0,25.0,34.0
3763,3740.404374,0,104,27.0,13,1.0,1,2,1826,37657.38000875848,27.0,13.0
3764,2935.988346,73847,73,34.0,51,1.0,1,2,1265,73847.0,34.0,51.0
3765,2563.394054,10860,66,30.0,91,0.0,1,2,588,10860.0,30.0,91.0
3766,6189.122455,0,90,4.0,18,0.0,5,1,4249,37657.38000875848,4.0,18.0
3767,8331.648336,0,119,3.0,54,0.0,3,1,5639,37657.38000875848,3.0,54.0
3768,2515.259002,25558,63,31.0,11,0.0,1,1,482,25558.0,31.0,11.0
3769,17556.99121,36212,73,25.0,57,0.0,2,2,7397,36212.0,25.0,57.0
3770,2379.195759,0,66,3.0,21,0.0,1,1,205,37657.38000875848,3.0,21.0
3771,4455.518101,31196,62,26.0,57,4.0,9,2,2356,31196.0,26.0,57.0
3772,2460.167359,69241,61,14.0,84,0.0,1,2,364,69241.0,14.0,84.0
3773,8496.063681,24031,109,0.0,72,0.0,7,2,5761,24031.0,15.097000218962119,72.0
3774,6570.970605,52951,167,3.0,43,1.0,1,2,4431,52951.0,3.0,43.0
3775,3161.171297,0,92,16.0,56,0.0,1,1,1434,37657.38000875848,16.0,56.0
3776,11232.9821,0,74,12.0,68,0.0,2,2,6670,37657.38000875848,12.0,68.0
3777,3133.018242,0,91,7.0,14,1.0,1,1,1412,37657.38000875848,7.0,14.0
3778,13736.1325,16181,181,22.0,79,0.0,8,2,7023,16181.0,22.0,79.0
3779,2590.840183,0,67,16.0,66,0.0,1,2,643,37657.38000875848,16.0,66.0
3780,2321.88367,0,65,13.0,7,0.0,1,2,150,37657.38000875848,13.0,7.0
3781,18726.15325,0,185,7.0,47,2.0,2,2,7468,37657.38000875848,7.0,47.0
3782,5107.163002,35625,65,10.0,56,1.0,3,1,3172,35625.0,10.0,56.0
3783,3964.527997,62638,100,20.0,62,0.0,1,1,1971,62638.0,20.0,62.0
3784,8828.380695,61246,110,24.0,21,0.0,3,1,5982,61246.0,24.0,21.0
3785,3430.316936,54339,86,10.0,52,0.0,1,2,1609,54339.0,10.0,52.0
3786,8613.464001,37277,109,24.0,27,1.0,9,1,5844,37277.0,24.0,27.0
3787,4798.240889,77846,119,8.0,45,0.0,1,2,2743,77846.0,8.0,45.0
3788,2771.045031,50071,71,3.0,32,0.0,1,1,984,50071.0,3.0,32.0
3789,5736.45893,96917,71,31.0,16,0.0,9,2,3948,96917.0,31.0,16.0
3790,8925.632207,23860,114,25.0,57,1.0,3,2,6032,23860.0,25.0,57.0
3791,2009.772923,0,65,12.0,57,2.0,1,2,7,37657.38000875848,12.0,57.0
3792,4719.762191,37057,61,5.0,48,1.0,6,2,2631,37057.0,5.0,48.0
3793,24127.50402,14072,71,13.0,3,0.0,2,1,7727,14072.0,13.0,3.0
3794,3872.222217,0,62,8.0,81,2.0,6,1,1914,37657.38000875848,8.0,81.0
3795,13869.92705,28432,118,1.0,59,0.0,2,1,7042,28432.0,1.0,59.0
3796,4458.113369,17622,65,1.0,36,1.0,3,1,2360,17622.0,1.0,36.0
3797,4787.812897,45225,124,15.0,83,0.0,1,1,2732,45225.0,15.0,83.0
3798,2287.59692,0,63,1.0,5,0.0,1,2,117,37657.38000875848,1.0,5.0
3799,9031.214859,0,122,15.0,47,0.0,9,2,6080,37657.38000875848,15.0,47.0
3800,2683.470677,48269,69,3.0,79,3.0,1,1,817,48269.0,3.0,79.0
3801,5913.199024,0,91,13.0,89,0.0,4,2,4101,37657.38000875848,13.0,89.0
3802,47155.62558,39891,133,12.0,31,0.0,2,2,8017,39891.0,12.0,31.0
3803,64618.75715,0,217,14.0,40,1.0,2,1,8035,37657.38000875848,14.0,40.0
3804,7482.486135,48992,94,30.0,0,1.0,7,1,5004,48992.0,30.0,48.064593825268226
3805,5329.075482,43671,67,6.0,67,0.0,3,2,3475,43671.0,6.0,67.0
3806,5010.44933,10892,66,16.0,9,0.0,3,1,3045,10892.0,16.0,9.0
3807,11981.98481,21514,62,0.0,59,0.0,2,1,6777,21514.0,15.097000218962119,59.0
3808,24442.29656,36261,68,3.0,71,0.0,2,2,7741,36261.0,3.0,71.0
3809,27495.42188,37931,99,8.0,31,0.0,2,2,7821,37931.0,8.0,31.0
3810,5423.136755,85018,68,22.0,54,3.0,6,1,3606,85018.0,22.0,54.0
3811,3278.53188,70247,83,13.0,19,1.0,1,2,1507,70247.0,13.0,19.0
3812,4285.575678,47823,108,26.0,71,0.0,1,1,2217,47823.0,26.0,71.0
3813,6920.999642,67534,87,2.0,55,2.0,5,1,4625,67534.0,2.0,55.0
3814,15016.18511,70619,187,2.0,84,0.0,3,1,7178,70619.0,2.0,84.0
3815,7805.31287,21073,106,25.0,54,1.0,3,1,5257,21073.0,25.0,54.0
3816,2337.35182,28806,61,13.0,90,0.0,1,2,161,28806.0,13.0,90.0
3817,5669.974517,43416,70,7.0,99,0.0,5,1,3888,43416.0,7.0,99.0
3818,8520.145801,0,80,30.0,96,0.0,2,1,5783,37657.38000875848,30.0,96.0
3819,10083.48688,11828,90,18.0,84,0.0,2,2,6428,11828.0,18.0,84.0
3820,13478.8,0,198,33.0,55,1.0,3,1,7002,37657.38000875848,33.0,55.0
3821,3312.176781,27431,85,2.0,39,0.0,1,1,1530,27431.0,2.0,39.0
3822,8028.179882,56482,199,4.0,75,0.0,1,2,5415,56482.0,4.0,75.0
3823,13110.54899,73597,114,5.0,8,5.0,2,1,6939,73597.0,5.0,8.0
3824,5443.761524,41449,69,16.0,96,1.0,3,2,3626,41449.0,16.0,96.0
3825,36168.34106,74140,101,31.0,23,2.0,2,1,7956,74140.0,31.0,23.0
3826,7777.201669,46182,65,23.0,27,0.0,2,1,5237,46182.0,23.0,27.0
3827,3498.634784,41711,90,3.0,89,0.0,1,1,1660,41711.0,3.0,89.0
3828,9217.130629,73259,115,7.0,31,0.0,4,2,6166,73259.0,7.0,31.0
3829,2520.028421,0,68,3.0,52,0.0,1,1,491,37657.38000875848,3.0,52.0
3830,3873.647046,28142,105,18.0,50,0.0,1,1,1915,28142.0,18.0,50.0
3831,11130.11974,42928,93,20.0,65,0.0,2,1,6657,42928.0,20.0,65.0
3832,4784.773547,0,72,20.0,41,0.0,7,2,2724,37657.38000875848,20.0,41.0
3833,5790.462518,52443,73,0.0,47,1.0,4,1,3997,52443.0,15.097000218962119,47.0
3834,14435.67365,60880,119,25.0,89,0.0,2,1,7116,60880.0,25.0,89.0
3835,2289.618736,0,65,8.0,58,0.0,1,2,120,37657.38000875848,8.0,58.0
3836,5066.827444,40215,64,11.0,22,0.0,3,2,3117,40215.0,11.0,22.0
3837,4611.2543,0,61,4.0,15,0.0,7,1,2519,37657.38000875848,4.0,15.0
3838,8209.054963,77282,102,8.0,54,0.0,3,1,5558,77282.0,8.0,54.0
3839,5688.20499,44833,72,24.0,59,0.0,3,1,3911,44833.0,24.0,59.0
3840,3575.04124,30244,92,11.0,72,0.0,1,1,1714,30244.0,11.0,72.0
3841,2004.350666,0,66,16.0,35,4.0,1,2,6,37657.38000875848,16.0,35.0
3842,4807.846463,99874,119,7.0,42,0.0,1,1,2753,99874.0,7.0,42.0
3843,5329.128301,0,72,18.0,39,0.0,4,2,3476,37657.38000875848,18.0,39.0
3844,3980.421464,98333,99,16.0,69,1.0,1,1,1986,98333.0,16.0,69.0
3845,13024.13012,0,125,6.0,61,0.0,2,1,6920,37657.38000875848,6.0,61.0
3846,3515.831889,15144,90,2.0,71,0.0,1,1,1672,15144.0,2.0,71.0
3847,5827.483965,45794,74,3.0,38,0.0,5,2,4038,45794.0,3.0,38.0
3848,29830.38714,0,102,10.0,85,0.0,2,1,7864,37657.38000875848,10.0,85.0
3849,4407.769164,0,62,18.0,34,0.0,3,1,2314,37657.38000875848,18.0,34.0
3850,5862.803295,75121,73,12.0,22,0.0,6,1,4057,75121.0,12.0,22.0
3851,7635.422232,0,110,0.0,66,0.0,7,2,5130,37657.38000875848,15.097000218962119,66.0
3852,4698.88415,80358,116,19.0,2,0.0,1,1,2607,80358.0,19.0,2.0
3853,5635.403677,70837,73,7.0,19,4.0,3,1,3851,70837.0,7.0,19.0
3854,6756.651404,33288,86,1.0,27,2.0,9,1,4531,33288.0,1.0,27.0
3855,7769.841954,74365,193,11.0,85,0.0,1,1,5230,74365.0,11.0,85.0
3856,2506.021971,61402,63,14.0,56,2.0,1,2,463,61402.0,14.0,56.0
3857,7614.669735,16707,102,9.0,74,0.0,8,2,5114,16707.0,9.0,74.0
3858,5081.741976,0,69,17.0,76,0.0,7,2,3139,37657.38000875848,17.0,76.0
3859,5994.424627,0,91,26.0,89,0.0,6,1,4153,37657.38000875848,26.0,89.0
3860,8516.751366,37573,112,3.0,21,3.0,3,2,5781,37573.0,3.0,21.0
3861,2513.117202,22475,64,25.0,40,1.0,1,2,477,22475.0,25.0,40.0
3862,10387.24599,24392,93,2.0,63,0.0,2,2,6496,24392.0,2.0,63.0
3863,8405.752991,85355,71,34.0,47,2.0,2,1,5687,85355.0,34.0,47.0
3864,6480.099944,18820,95,3.0,51,4.0,8,2,4388,18820.0,3.0,51.0
3865,14376.55039,70341,179,11.0,43,0.0,3,2,7108,70341.0,11.0,43.0
3866,2487.729726,67282,62,29.0,27,0.0,1,2,424,67282.0,29.0,27.0
3867,10053.55227,16511,135,35.0,4,0.0,5,2,6423,16511.0,35.0,4.0
3868,6383.611136,0,196,13.0,74,2.0,1,2,4349,37657.38000875848,13.0,74.0
3869,5216.914471,60861,66,8.0,82,0.0,4,1,3315,60861.0,8.0,82.0
3870,9816.528302,37256,62,15.0,7,0.0,2,1,6374,37256.0,15.0,7.0
3871,13976.51925,77094,176,25.0,29,0.0,5,1,7053,77094.0,25.0,29.0
3872,4045.341004,77237,102,6.0,84,0.0,1,2,2035,77237.0,6.0,84.0
3873,5032.165498,66367,64,6.0,48,0.0,3,2,3074,66367.0,6.0,48.0
