,CUSTOMER LIFETIME VALUE,INCOME,MONTHLY PREMIUM AUTO,MONTHS SINCE LAST CLAIM,MONTHS SINCE POLICY INCEPTION,NUMBER OF OPEN COMPLAINTS,NUMBER OF POLICIES,MONTH,CUSTOMER LIFETIME VALUE_TEMP
4565,18205.67367,0,128,11.0,57,0.0,2,1,7436
4566,6111.053244,22944,80,26.0,83,0.0,5,2,4210
4567,15477.27854,51675,196,11.0,86,0.0,5,1,7231
4568,7615.381271,34095,63,5.0,99,0.0,2,1,5117
4569,2852.527169,26841,74,33.0,17,1.0,1,2,1121
4570,5757.442258,88997,72,9.0,71,0.0,3,1,3970
4571,4984.618655,86305,62,1.0,99,0.0,5,1,3010
4572,8257.666512,23815,73,4.0,47,0.0,2,1,5585
4573,9227.945752,0,82,22.0,62,0.0,2,2,6171
4574,10302.90289,21839,137,2.0,70,0.0,8,1,6477
4575,3667.37497,62375,92,34.0,34,0.0,1,1,1769
4576,8119.829071,46618,67,22.0,77,0.0,2,1,5489
4577,3272.010846,0,87,13.0,6,0.0,1,1,1503
4578,3600.934326,25147,101,7.0,54,0.0,1,2,1733
4579,9022.08313,0,125,7.0,99,0.0,3,1,6072
4580,2561.576924,0,73,25.0,5,0.0,1,1,585
4581,23777.81427,33032,86,33.0,77,1.0,2,1,7712
4582,3528.044252,31278,92,24.0,95,4.0,1,2,1678
4583,7998.143771,29066,100,13.0,51,0.0,3,2,5382
4584,10453.2558,73604,88,12.0,75,0.0,2,1,6515
4585,44520.13577,49259,144,35.0,36,0.0,2,1,8008
4586,6829.413399,0,66,14.0,73,1.0,2,2,4567
4587,11293.98192,0,104,19.0,32,0.0,2,1,6683
4588,11196.46002,0,298,26.0,94,0.0,1,1,6666
4589,3500.454354,89398,86,5.0,57,0.0,1,2,1664
4590,7762.590564,23827,106,18.0,77,2.0,3,1,5227
4591,20186.34693,0,79,14.0,22,0.0,2,2,7545
4592,10676.58892,55510,89,1.0,2,0.0,2,1,6570
4593,3233.262049,0,98,33.0,87,1.0,1,2,1478
4594,30442.53824,64321,253,4.0,75,0.0,2,1,7876
4595,8513.592687,59230,107,11.0,56,0.0,5,2,5778
4596,20774.02463,0,63,21.0,40,0.0,2,2,7580
4597,2846.171869,39192,71,7.0,11,0.0,1,1,1113
4598,14065.30235,25275,61,5.0,80,0.0,2,2,7072
4599,3252.828464,20166,83,19.0,28,0.0,1,1,1494
4600,8819.018934,99845,110,23.0,25,1.0,8,1,5977
4601,7524.442436,21941,96,34.0,3,0.0,3,2,5041
4602,2544.337548,41059,64,6.0,12,0.0,1,2,543
4603,2851.645994,0,82,15.0,82,0.0,1,1,1120
4604,2383.731879,0,69,5.0,40,0.0,1,2,212
4605,2798.679988,88009,71,29.0,21,0.0,1,2,1035
4606,7366.1883,70014,62,6.0,4,0.0,2,2,4908
4607,7764.273102,58419,191,29.0,6,0.0,1,2,5228
4608,5246.278375,28909,66,15.0,66,0.0,8,1,3358
4609,2719.506996,14030,72,11.0,3,0.0,1,1,884
4610,8188.91743,45318,103,17.0,27,0.0,8,1,5538
4611,2395.57,21986,63,1.0,9,0.0,1,1,227
4612,7260.833833,0,72,18.0,25,0.0,2,1,4823
4613,4626.801093,79487,114,20.0,87,0.0,1,1,2529
4614,2601.351096,0,71,4.0,18,0.0,1,1,668
4615,7367.653764,25318,63,4.0,8,2.0,2,1,4909
4616,15725.25053,0,149,16.0,70,0.0,2,2,7258
4617,4669.22664,76157,116,15.0,80,0.0,1,2,2580
4618,8092.87696,50825,102,3.0,46,0.0,3,2,5461
4619,4723.449803,29193,61,0.0,47,3.0,9,2,2635
4620,10364.34749,58327,129,31.0,5,0.0,3,1,6490
4621,2488.241391,48597,71,12.0,63,5.0,1,1,426
4622,5353.932122,61894,67,22.0,38,0.0,4,2,3509
4623,4892.422239,26660,63,23.0,40,0.0,8,1,2877
4624,4865.371797,27228,129,19.0,61,4.0,1,1,2826
4625,13113.13865,28519,86,23.0,30,0.0,2,2,6941
4626,11236.31135,21636,64,2.0,24,5.0,2,1,6671
4627,4371.190437,56718,113,7.0,95,1.0,1,1,2290
4628,2791.906514,0,74,35.0,59,0.0,1,2,1024
4629,4668.043154,53252,117,1.0,76,0.0,1,1,2579
4630,9951.707743,56855,255,12.0,1,0.0,1,2,6402
4631,4981.825724,33176,63,22.0,75,0.0,3,1,3002
4632,4291.056403,0,62,1.0,2,1.0,7,1,2218
4633,3339.853704,51032,83,5.0,56,0.0,1,1,1548
4634,5297.673655,33832,67,22.0,47,1.0,9,1,3435
4635,4314.174392,33488,110,7.0,61,0.0,1,2,2241
4636,5470.060561,54507,138,20.0,11,0.0,1,2,3654
4637,7858.047444,20532,67,20.0,68,0.0,2,2,5293
4638,20096.89337,92766,71,17.0,15,0.0,2,1,7540
4639,10171.33903,70200,65,25.0,10,0.0,2,1,6451
4640,3371.528475,0,102,2.0,36,3.0,1,2,1576
4641,4475.161898,73019,112,21.0,40,0.0,1,1,2379
4642,2877.813846,38870,74,3.0,89,0.0,1,1,1173
4643,6618.016423,20068,86,8.0,28,0.0,3,2,4449
4644,7700.619936,0,73,18.0,16,1.0,2,1,5177
4645,3341.6835,0,69,9.0,72,5.0,3,2,1549
4646,41491.74481,37748,181,21.0,22,2.0,2,1,7995
4647,2395.57,21986,63,1.0,9,0.0,1,1,227
4648,7635.554626,54539,63,5.0,74,0.0,2,1,5131
4649,10033.28281,0,146,5.0,84,0.0,3,2,6420
4650,10793.75704,24195,90,32.0,70,0.0,2,1,6590
4651,2393.813375,58237,63,34.0,22,3.0,1,2,225
4652,10551.1476,50941,69,17.0,46,0.0,2,2,6541
4653,6021.842473,0,168,11.0,46,0.0,1,2,4169
4654,6521.368813,72608,82,26.0,19,3.0,8,1,4412
4655,6172.914199,99960,76,19.0,83,0.0,4,1,4235
4656,15626.28021,50461,131,22.0,89,0.0,2,2,7249
4657,27440.61101,84306,137,16.0,37,0.0,2,1,7819
4658,2224.555883,0,67,1.0,77,1.0,1,2,74
4659,8533.832013,26049,113,10.0,15,1.0,9,2,5790
4660,4923.18169,61469,63,16.0,65,5.0,3,1,2929
4661,3585.942995,25748,90,9.0,23,0.0,1,1,1721
4662,8183.592208,24345,106,15.0,21,0.0,3,2,5533
4663,4787.472973,0,64,17.0,84,0.0,3,1,2731
4664,3199.703983,0,94,6.0,61,0.0,1,1,1453
4665,8679.838135,52717,109,5.0,60,0.0,8,1,5897
4666,2748.851081,32437,69,4.0,73,0.0,1,1,944
4667,9840.082616,94590,81,26.0,31,0.0,2,1,6379
4668,2954.387586,62461,73,15.0,7,0.0,1,1,1289
4669,7198.415033,10458,102,11.0,29,0.0,4,2,4775
4670,4508.862933,83777,112,18.0,74,0.0,1,2,2412
4671,3823.853815,0,108,32.0,95,0.0,1,1,1878
4672,7600.443798,0,110,17.0,58,2.0,3,1,5097
4673,21710.27538,62370,94,4.0,10,2.0,2,2,7624
4674,9805.829614,47197,81,19.0,91,0.0,2,2,6370
4675,5169.49937,12430,73,22.0,13,0.0,4,2,3254
4676,2670.797821,0,72,18.0,41,0.0,1,2,793
4677,3200.795405,0,86,8.0,37,0.0,1,1,1456
4678,5219.754045,48203,66,20.0,47,0.0,6,2,3320
4679,6172.392406,0,84,6.0,93,0.0,7,2,4234
4680,5459.216794,83208,68,10.0,93,0.0,4,2,3646
4681,15147.93055,41082,63,23.0,94,0.0,2,2,7195
4682,4296.604128,61737,107,21.0,65,0.0,1,1,2221
4683,19278.81715,0,61,12.0,77,0.0,2,1,7498
4684,15306.22493,46338,193,24.0,68,0.0,9,2,7215
4685,12316.79698,0,167,30.0,40,0.0,5,2,6824
4686,8838.085637,82664,114,24.0,10,3.0,9,1,5989
4687,8879.790017,52583,113,12.0,59,0.0,7,2,6013
4688,3331.445625,73695,84,28.0,84,0.0,1,2,1542
4689,5498.753121,60668,138,18.0,92,0.0,1,1,3680
4690,4669.22664,76157,116,15.0,80,0.0,1,2,2580
4691,11058.22493,69792,137,1.0,95,0.0,3,1,6645
4692,2767.5949,0,74,0.0,52,0.0,1,1,981
4693,9575.7578,0,88,3.0,64,0.0,2,2,6300
4694,2359.423599,19864,63,22.0,96,0.0,1,1,184
4695,12379.56803,39886,64,34.0,59,1.0,2,1,6834
4696,6005.847375,13528,86,21.0,35,0.0,3,2,4159
4697,4549.079221,0,62,12.0,53,0.0,3,1,2458
4698,8712.157741,68516,216,17.0,0,0.0,1,1,5922
4699,7577.065297,0,116,20.0,9,2.0,6,2,5075
4700,12779.06199,0,88,16.0,8,0.0,2,1,6880
4701,7256.576235,29053,181,34.0,52,0.0,1,2,4819
4702,7639.670244,34075,196,8.0,87,0.0,1,1,5136
4703,8329.039004,0,118,18.0,9,0.0,3,1,5637
4704,10569.62547,45776,89,2.0,17,0.0,2,2,6545
4705,2730.20294,46135,69,12.0,68,0.0,1,2,908
4706,6880.63389,0,66,24.0,48,0.0,2,1,4602
4707,5460.315095,45404,70,13.0,11,2.0,6,1,3647
4708,2867.312197,23376,78,19.0,18,0.0,1,1,1157
4709,12280.76661,88340,102,16.0,1,0.0,2,1,6815
4710,8845.710917,77077,112,11.0,51,0.0,7,1,5995
4711,8093.898245,59839,107,8.0,52,2.0,8,2,5463
4712,3402.777293,57428,85,34.0,40,1.0,1,1,1594
4713,4474.48438,84927,112,27.0,83,0.0,1,2,2377
4714,9035.671134,34337,113,20.0,44,0.0,9,1,6084
4715,14002.37819,67627,117,5.0,43,0.0,2,2,7057
4716,7155.337765,16916,64,31.0,31,0.0,2,2,4750
4717,8007.399376,0,112,12.0,93,0.0,3,1,5391
4718,15114.40241,28513,100,4.0,22,1.0,2,1,7189
4719,7486.019078,0,71,14.0,62,0.0,2,2,5010
4720,2596.1852,0,72,3.0,65,0.0,1,2,658
4721,12231.87968,43244,103,15.0,16,0.0,2,2,6805
4722,13494.76017,0,132,13.0,33,0.0,2,1,7003
4723,2551.349248,88126,64,27.0,71,1.0,1,2,562
4724,10529.84867,37518,131,35.0,91,0.0,6,1,6535
4725,23594.6802,76358,66,25.0,3,0.0,2,1,7707
4726,5608.172012,20392,73,23.0,85,0.0,9,2,3818
4727,21404.35885,0,69,35.0,79,0.0,2,2,7609
4728,6617.139741,0,195,20.0,61,0.0,1,1,4448
4729,4145.0234,0,118,12.0,88,0.0,1,1,2112
4730,41787.90343,46587,119,34.0,74,2.0,2,1,7997
4731,2505.42043,60546,63,21.0,71,0.0,1,2,462
4732,18938.53677,91535,67,35.0,13,1.0,2,1,7477
4733,2772.835753,30606,71,11.0,7,0.0,1,2,989
4734,9816.528302,37256,62,15.0,7,0.0,2,1,6374
4735,5632.613078,51721,139,18.0,98,0.0,1,1,3845
4736,3362.670123,0,107,9.0,96,2.0,1,2,1572
4737,10719.08467,86036,90,8.0,20,3.0,2,2,6576
4738,6514.954043,0,61,12.0,75,1.0,2,2,4407
4739,11320.82704,41692,101,21.0,15,1.0,2,1,6690
4740,5116.624022,26173,68,2.0,10,1.0,9,2,3186
4741,2722.210707,17576,71,29.0,70,0.0,1,2,889
4742,4650.063763,28215,65,15.0,26,0.0,3,1,2557
4743,2866.824929,87428,72,27.0,42,0.0,1,2,1155
4744,9100.731403,59183,113,11.0,91,0.0,5,2,6114
4745,20930.05217,30535,66,22.0,18,0.0,2,1,7586
4746,26232.85024,35868,110,20.0,51,0.0,2,1,7790
4747,3961.58618,0,118,6.0,34,1.0,1,1,1966
4748,3975.321516,67895,101,25.0,27,4.0,1,2,1980
4749,9415.527031,55338,116,25.0,54,0.0,7,1,6241
4750,15002.60308,19245,84,5.0,61,1.0,2,1,7176
4751,6715.294284,0,92,4.0,64,0.0,9,2,4505
4752,14191.59699,25575,117,10.0,41,0.0,2,2,7086
4753,6846.150323,0,95,13.0,20,0.0,5,1,4576
4754,7595.335237,20538,104,25.0,64,0.0,7,1,5091
4755,8098.96921,0,72,15.0,45,0.0,2,1,5466
4756,17995.86532,80991,223,5.0,56,0.0,4,1,7426
4757,3644.833554,82477,90,1.0,69,0.0,1,1,1752
4758,16107.19004,63288,199,12.0,92,0.0,5,1,7293
4759,4082.170583,57506,102,24.0,43,0.0,1,1,2065
4760,2801.562831,33247,72,26.0,47,0.0,1,2,1039
4761,6650.456653,0,99,16.0,65,2.0,3,2,4467
4762,2693.530229,63684,68,6.0,87,0.0,1,1,839
4763,4572.041785,0,67,19.0,82,1.0,3,1,2485
4764,8513.697414,34505,106,13.0,44,0.0,9,1,5779
4765,6047.02516,20396,76,15.0,60,1.0,4,2,4179
4766,2425.494812,66841,62,4.0,73,0.0,1,2,279
4767,6227.365252,0,94,11.0,21,0.0,9,2,4262
4768,2405.618791,63032,61,5.0,79,0.0,1,2,247
4769,16069.95283,60735,135,11.0,59,0.0,2,1,7292
4770,16152.90489,0,109,12.0,66,0.0,2,2,7296
4771,3238.929524,68745,80,5.0,42,0.0,1,1,1484
4772,13277.08425,96402,110,29.0,41,0.0,2,1,6968
4773,2621.808611,36843,68,12.0,11,3.0,1,2,714
4774,12919.41828,58236,108,22.0,92,0.0,2,1,6906
4775,2562.843896,0,74,17.0,59,0.0,1,2,587
4776,5207.680496,74627,65,21.0,61,0.0,6,2,3306
4777,3244.816567,68103,82,28.0,91,0.0,1,1,1491
4778,9642.214529,36108,128,5.0,35,2.0,9,2,6321
4779,7412.135256,59940,94,17.0,9,0.0,3,2,4943
4780,5094.522262,72006,64,4.0,38,0.0,3,2,3154
4781,4854.362069,44279,61,32.0,7,0.0,3,1,2809
4782,4369.71794,88495,108,2.0,83,0.0,1,1,2289
4783,2521.633095,53243,66,4.0,15,2.0,1,2,497
4784,6633.137616,63483,83,4.0,84,0.0,3,1,4459
4785,5079.830406,0,68,6.0,95,0.0,5,1,3136
4786,3059.056323,0,83,29.0,52,0.0,1,1,1364
4787,6912.03963,0,96,11.0,55,0.0,5,1,4621
4788,5181.620895,97131,64,5.0,80,0.0,6,2,3273
4789,7486.171898,38725,64,12.0,58,0.0,2,1,5013
4790,8084.325058,20169,112,35.0,81,1.0,3,2,5455
4791,20604.01627,0,72,8.0,61,1.0,2,2,7572
4792,51016.06704,25167,140,3.0,76,0.0,2,2,8022
4793,2549.786069,72217,64,13.0,15,0.0,1,2,557
4794,8556.418397,0,124,7.0,2,3.0,6,1,5804
4795,7482.851041,0,101,17.0,20,0.0,3,2,5006
4796,3099.538005,0,102,18.0,32,5.0,1,1,1392
4797,14666.23121,0,61,0.0,31,0.0,2,1,7141
4798,3549.747466,0,100,27.0,32,1.0,1,1,1697
4799,5500.01251,86073,136,3.0,32,0.0,1,2,3683
4800,5246.057249,70301,67,7.0,43,0.0,7,2,3357
4801,4686.469674,58089,118,31.0,83,0.0,1,2,2593
4802,5534.569714,16101,74,16.0,10,0.0,3,2,3731
4803,4654.582368,81883,114,15.0,40,0.0,1,1,2564
4804,18892.19767,0,92,34.0,39,1.0,2,1,7474
4805,3853.473448,0,110,13.0,3,0.0,1,2,1903
4806,16159.54237,29593,137,15.0,52,0.0,2,1,7297
4807,7519.133631,96306,95,12.0,17,1.0,6,2,5036
4808,2595.747991,47234,65,11.0,34,0.0,1,2,656
4809,11463.99097,45354,285,5.0,51,0.0,1,1,6703
4810,6765.800532,59034,85,0.0,85,0.0,3,2,4536
4811,4792.810444,24395,62,35.0,99,0.0,3,1,2736
4812,7282.967586,40858,184,10.0,62,0.0,1,1,4839
4813,4111.197013,32210,103,16.0,97,0.0,1,1,2087
4814,2744.73543,35159,68,0.0,73,0.0,1,2,934
4815,3920.511337,0,108,2.0,55,1.0,1,2,1947
4816,5121.838914,57161,127,20.0,92,0.0,1,2,3192
4817,7610.840476,98701,94,22.0,66,0.0,3,2,5107
4818,5107.624201,0,77,2.0,71,0.0,9,1,3173
4819,3622.872124,0,108,23.0,52,0.0,1,1,1744
4820,17497.52201,0,73,9.0,94,0.0,2,2,7394
4821,2530.705137,89451,63,11.0,2,0.0,1,1,512
4822,4812.525221,16531,63,0.0,40,0.0,4,1,2759
4823,16953.08411,76797,71,22.0,2,0.0,2,2,7360
4824,9034.305834,18846,115,16.0,84,0.0,3,1,6083
4825,4022.963529,0,117,6.0,1,0.0,1,1,2019
4826,5214.342348,69991,65,27.0,44,0.0,7,2,3313
4827,4099.659085,18606,110,12.0,45,1.0,1,2,2076
4828,5052.381573,34645,69,1.0,2,3.0,5,1,3101
4829,5864.381825,72032,72,10.0,73,0.0,4,2,4058
4830,23055.57229,41727,117,18.0,84,1.0,2,1,7690
4831,4384.348683,32272,110,6.0,5,0.0,1,1,2304
4832,3499.988408,16711,91,29.0,50,1.0,1,1,1663
4833,18898.32653,0,132,23.0,33,0.0,2,1,7475
4834,6832.111972,0,93,7.0,90,1.0,5,1,4568
4835,2580.849899,46900,66,13.0,59,0.0,1,2,618
4836,16344.60809,57029,68,24.0,97,0.0,2,1,7313
4837,13727.79972,0,126,12.0,4,0.0,2,1,7022
4838,13024.13012,0,125,6.0,61,0.0,2,1,6920
4839,13596.19972,20128,70,28.0,10,2.0,2,2,7016
4840,8935.03414,39910,112,16.0,4,0.0,5,1,6038
4841,5261.101863,43318,66,35.0,28,0.0,5,2,3377
4842,9416.908485,70602,116,8.0,47,0.0,3,1,6245
4843,5328.835851,81064,70,20.0,4,4.0,3,1,3474
4844,7405.265785,58779,64,13.0,82,1.0,2,1,4934
4845,6289.946999,24477,79,15.0,32,0.0,3,1,4306
4846,5048.512037,0,142,10.0,51,0.0,1,2,3096
4847,13745.04802,40810,114,8.0,14,0.0,2,1,7025
4848,3837.615029,0,106,15.0,30,0.0,1,1,1890
4849,5306.162741,42871,67,2.0,13,0.0,6,2,3442
4850,6273.911874,18577,86,21.0,76,0.0,6,2,4287
4851,15638.57599,49214,102,0.0,82,3.0,2,2,7250
4852,4568.819387,0,70,5.0,33,1.0,7,2,2480
4853,3803.921781,20325,100,4.0,6,0.0,1,1,1868
4854,3517.385764,51814,92,28.0,89,0.0,1,1,1673
4855,2442.200921,75449,61,3.0,31,0.0,1,2,315
4856,6832.36853,66627,85,32.0,55,0.0,8,1,4570
4857,2004.350666,0,66,16.0,35,4.0,1,2,6
4858,5550.149947,62219,69,7.0,73,0.0,4,1,3740
4859,5225.03143,57733,66,24.0,66,0.0,5,2,3327
4860,10388.55323,61222,89,20.0,55,0.0,2,1,6497
4861,3500.855508,0,93,4.0,63,0.0,1,2,1665
4862,22041.85643,0,65,11.0,15,0.0,2,2,7641
4863,6051.637445,0,88,16.0,80,0.0,6,1,4181
4864,8417.159538,20215,112,10.0,8,0.0,7,2,5700
4865,8319.5292,61367,70,7.0,85,0.0,2,1,5633
4866,2869.743883,21234,73,8.0,23,0.0,1,1,1160
4867,4392.982538,33640,113,20.0,20,0.0,1,2,2310
4868,2919.710443,41456,73,11.0,19,0.0,1,1,1245
4869,3933.813993,25927,103,6.0,20,0.0,1,1,1951
4870,5880.256499,0,82,31.0,25,0.0,8,2,4073
4871,7912.132168,0,114,26.0,34,0.0,7,2,5330
4872,2684.581561,98121,67,22.0,49,0.0,1,1,819
4873,6811.576281,0,63,0.0,88,1.0,2,2,4561
4874,4462.997006,0,73,35.0,52,3.0,5,1,2363
4875,4863.544585,0,137,25.0,45,0.0,1,1,2823
4876,2744.172816,16686,71,9.0,32,0.0,1,2,932
4877,9378.900706,51425,119,32.0,66,0.0,3,1,6222
4878,10614.64457,16040,96,29.0,93,0.0,2,1,6556
4879,22806.46912,10337,67,16.0,56,0.0,2,2,7681
4880,8053.268897,17301,105,1.0,11,0.0,5,2,5434
4881,5012.184756,20976,129,20.0,86,1.0,1,1,3050
4882,8906.991433,58718,226,11.0,0,0.0,1,1,6027
4883,2423.755534,22319,63,3.0,41,1.0,1,2,274
4884,8804.584902,38638,74,5.0,84,0.0,2,2,5972
4885,2434.849287,0,66,30.0,34,0.0,1,1,299
4886,5278.183759,73742,68,10.0,60,0.0,3,2,3400
4887,8501.652884,0,136,20.0,98,3.0,6,1,5767
4888,4882.073243,0,66,18.0,66,0.0,6,1,2860
4889,8078.53085,0,114,1.0,39,1.0,5,1,5449
4890,10388.986,33432,90,28.0,43,0.0,2,1,6498
4891,2619.172388,15587,71,11.0,48,0.0,1,1,705
4892,8834.322784,34133,111,0.0,72,0.0,7,2,5985
4893,11009.13049,51643,283,16.0,43,0.0,1,1,6637
4894,7158.530736,36463,92,8.0,25,0.0,3,2,4752
4895,2471.077732,53074,61,5.0,86,0.0,1,1,386
4896,2507.884662,97673,63,21.0,49,0.0,1,1,468
4897,7025.04419,24726,92,18.0,75,1.0,5,2,4677
4898,6062.441614,0,84,1.0,94,0.0,5,2,4186
4899,6560.815344,0,93,2.0,88,0.0,3,1,4428
4900,36946.06393,75425,116,25.0,88,1.0,2,1,7968
4901,40688.53442,37455,114,13.0,57,0.0,2,2,7991
4902,2896.918767,33746,74,1.0,6,1.0,1,2,1204
4903,5304.541694,0,74,18.0,29,0.0,8,1,3440
4904,2867.211836,91810,71,27.0,43,0.0,1,2,1156
4905,2580.849899,46900,66,13.0,59,0.0,1,2,618
4906,3979.718986,96413,99,3.0,78,0.0,1,2,1985
4907,4623.536706,0,133,18.0,2,0.0,1,1,2524
4908,2242.226055,0,67,15.0,75,3.0,1,2,89
4909,42389.00791,82554,132,6.0,15,0.0,2,2,7999
4910,5692.684466,86073,70,2.0,96,0.0,3,2,3913
4911,5528.212807,36088,72,16.0,31,0.0,9,1,3722
4912,8146.271602,92777,68,21.0,83,2.0,2,2,5502
4913,6785.536334,0,197,6.0,22,0.0,1,2,4549
4914,7055.962564,0,108,25.0,82,1.0,4,2,4694
4915,15374.18296,42570,128,5.0,52,0.0,2,2,7221
4916,6121.107929,26787,77,7.0,50,0.0,5,1,4215
4917,8278.716567,16924,226,23.0,69,0.0,1,2,5607
4918,22563.61838,23046,65,18.0,7,3.0,2,1,7668
4919,3109.007806,77485,77,0.0,87,0.0,1,1,1400
4920,2805.286098,50180,77,30.0,93,3.0,1,2,1046
4921,2433.214447,23737,62,10.0,65,1.0,1,2,294
4922,4882.289803,19715,66,25.0,11,4.0,5,1,2862
4923,2514.59196,43860,65,15.0,58,0.0,1,2,481
4924,2685.177658,20608,73,10.0,24,0.0,1,1,820
4925,8641.530036,78904,109,10.0,38,0.0,9,2,5866
4926,10925.82157,98542,90,1.0,93,0.0,2,2,6616
4927,9853.773193,44006,130,18.0,26,0.0,4,1,6380
4928,5597.12496,37995,139,16.0,50,0.0,1,1,3804
4929,2290.681171,0,64,30.0,85,0.0,1,1,121
4930,8317.302513,64367,104,2.0,14,0.0,9,1,5631
4931,9486.037005,25322,126,23.0,52,0.0,3,2,6274
4932,2393.915369,0,70,24.0,10,0.0,1,1,226
4933,8653.302322,20588,113,6.0,86,0.0,7,1,5874
4934,5389.499465,66429,136,35.0,93,0.0,1,1,3559
4935,3265.156348,25820,82,10.0,69,0.0,1,1,1499
4936,5947.215835,67760,74,19.0,19,0.0,3,1,4128
4937,13752.46705,0,131,31.0,49,1.0,2,1,7027
4938,9766.217126,75651,81,23.0,60,0.0,2,2,6355
4939,21920.81339,60180,183,14.0,70,0.0,2,1,7636
4940,4992.920887,24368,68,34.0,54,1.0,3,2,3020
4941,2499.411829,0,72,15.0,47,0.0,1,1,449
4942,4194.659772,25581,105,9.0,21,0.0,1,1,2154
4943,17006.00256,58620,71,11.0,51,0.0,2,1,7366
4944,7553.936525,38008,68,12.0,40,4.0,2,1,5063
4945,4670.058282,69921,118,28.0,22,2.0,1,2,2582
4946,24967.75842,66825,69,11.0,47,0.0,2,2,7753
4947,4330.38602,60475,107,9.0,18,0.0,1,2,2252
4948,12255.12414,0,177,0.0,6,0.0,7,1,6810
4949,5714.246379,0,79,3.0,66,0.0,9,2,3930
4950,4760.941906,0,68,9.0,1,0.0,6,2,2690
4951,7955.774758,0,74,17.0,27,0.0,2,1,5358
4952,9501.005425,46855,119,13.0,94,0.0,9,2,6281
4953,4528.50489,70340,113,5.0,56,0.0,1,2,2435
4954,4762.823136,0,65,10.0,11,0.0,3,1,2695
4955,9028.821403,65974,113,3.0,43,0.0,3,2,6077
4956,20940.30306,0,67,11.0,6,0.0,2,2,7588
4957,23536.74767,33747,199,29.0,95,0.0,2,1,7705
4958,8838.085637,82664,114,24.0,10,3.0,9,1,5989
4959,14455.86021,0,78,2.0,63,0.0,2,2,7118
4960,4162.179638,0,67,26.0,88,3.0,3,1,2125
4961,3478.887023,29938,90,8.0,35,0.0,1,1,1643
4962,12786.66898,0,180,14.0,70,0.0,4,1,6883
4963,7609.089616,16233,197,17.0,68,0.0,1,1,5104
4964,25082.1789,0,100,27.0,58,0.0,2,1,7758
4965,7948.567913,63892,66,2.0,80,0.0,2,1,5351
4966,8459.053233,92717,70,24.0,19,0.0,2,1,5731
4967,13736.1325,16181,181,22.0,79,0.0,8,2,7023
4968,7423.929008,0,107,27.0,27,0.0,9,2,4954
4969,2372.155492,19030,62,7.0,22,0.0,1,1,195
4970,4887.794108,70742,124,3.0,64,1.0,1,2,2872
4971,18196.63824,57177,92,14.0,51,0.0,2,2,7435
4972,52811.49112,0,182,8.0,70,0.0,2,1,8025
4973,2675.029491,55479,68,5.0,7,1.0,1,2,802
4974,2322.572562,0,63,8.0,87,0.0,1,2,151
4975,4515.445404,21500,115,14.0,44,0.0,1,2,2419
4976,3588.926491,0,106,20.0,51,0.0,1,1,1724
4977,4876.469668,0,66,15.0,56,0.0,3,1,2846
4978,10536.07798,92983,87,9.0,77,1.0,2,2,6536
4979,9816.528302,37256,62,15.0,7,0.0,2,1,6374
4980,4110.620178,31842,108,7.0,31,0.0,1,1,2086
4981,6532.010543,24919,84,21.0,2,1.0,5,1,4415
4982,7431.664369,27688,92,8.0,86,0.0,9,1,4963
4983,4912.025292,0,66,23.0,38,0.0,4,1,2912
4984,5980.846151,22946,76,18.0,72,0.0,8,2,4148
4985,9045.111945,52572,113,30.0,22,0.0,3,1,6087
4986,4867.378203,20123,63,7.0,47,0.0,3,1,2829
4987,9470.063102,46530,80,12.0,46,1.0,2,2,6268
4988,2623.31543,80210,65,30.0,28,0.0,1,2,715
4989,15950.01951,0,87,10.0,55,1.0,2,1,7281
4990,7320.98824,99722,61,6.0,48,0.0,2,1,4875
4991,2953.617963,76474,74,4.0,79,2.0,1,2,1287
4992,2935.838245,0,82,11.0,35,0.0,1,2,1264
4993,8257.666512,23815,73,4.0,47,0.0,2,1,5585
4994,13770.97618,59207,116,23.0,21,0.0,2,2,7030
4995,14246.14841,0,207,13.0,68,0.0,6,2,7098
4996,5678.050167,0,76,8.0,44,0.0,3,1,3902
4997,19231.77266,99772,158,10.0,38,0.0,2,2,7493
4998,7296.493236,0,67,29.0,88,0.0,2,1,4862
4999,39365.29616,99875,108,12.0,37,0.0,2,1,7982
5000,6847.588918,0,191,2.0,70,0.0,1,1,4578
5001,4834.397455,11698,65,4.0,38,0.0,3,2,2785
5002,10288.92495,96337,127,19.0,12,0.0,3,1,6473
5003,2444.621056,0,66,27.0,51,0.0,1,2,322
5004,2469.088506,0,71,10.0,20,0.0,1,1,381
5005,4167.419574,56901,104,29.0,82,0.0,1,2,2134
5006,2514.282096,24744,65,1.0,0,0.0,1,2,479
5007,5029.671927,62271,63,30.0,52,0.0,3,1,3073
5008,6933.335325,0,70,19.0,66,1.0,2,1,4630
5009,5908.7518,71401,73,15.0,82,0.0,3,2,4099
5010,9988.787618,33157,124,28.0,58,0.0,3,2,6409
5011,10171.47779,74243,84,34.0,2,0.0,2,1,6452
5012,2568.843396,11167,73,0.0,99,3.0,1,1,597
5013,8693.995589,48893,110,9.0,26,0.0,3,1,5907
5014,4974.801539,75644,65,5.0,68,3.0,9,1,2995
5015,29091.23936,34226,244,29.0,22,0.0,2,2,7853
5016,5574.618901,20075,71,0.0,28,0.0,3,2,3777
5017,16224.54182,32184,136,14.0,91,1.0,2,2,7299
