,Unnamed: 0,customer lifetime value,income,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,total claim amount,month
5539,5539,30442.53824,64321,253,4.0,75,0.0,2,422.438297,1
5542,5542,2846.171869,39192,71,7.0,11,0.0,1,352.791394,1
5543,5543,14065.30235,25275,61,5.0,80,0.0,2,214.247114,2
5544,5544,3252.828464,20166,83,19.0,28,0.0,1,398.4,1
5548,5548,2851.645994,0,82,15.0,82,0.0,1,590.4,1
5549,5549,2383.731879,0,69,5.0,40,0.0,1,496.8,2
5551,5551,7366.1883,70014,62,6.0,4,0.0,2,17.742954,2
5554,5554,2719.506996,14030,72,11.0,3,0.0,1,345.6,1
5555,5555,8188.91743,45318,103,17.0,27,0.0,8,494.4,1
5560,5560,2601.351096,0,71,4.0,18,0.0,1,17.029835,1
5561,5561,7367.653764,25318,63,4.0,8,2.0,2,302.4,1
5563,5563,4669.22664,76157,116,15.0,80,0.0,1,556.8,2
5566,5566,4723.449803,29193,61,0.0,47,3.0,9,292.8,2
5569,5569,5353.932122,61894,67,22.0,38,0.0,4,266.996814,2
5571,5571,4892.422239,26660,63,23.0,40,0.0,8,453.6,1
5573,5573,13113.13865,28519,86,23.0,30,0.0,2,412.8,2
5575,5575,11236.31135,21636,64,2.0,24,5.0,2,213.587367,1
5576,5576,4371.190437,56718,113,7.0,95,1.0,1,542.4,1
5581,5581,9951.707743,56855,255,12.0,1,0.0,1,1836.0,2
5583,5583,4291.056403,0,62,1.0,2,1.0,7,403.991524,1
5584,5584,3339.853704,51032,83,5.0,56,0.0,1,349.954886,1
5590,5590,7858.047444,20532,67,20.0,68,0.0,2,282.657499,2
5600,5600,6618.016423,20068,86,8.0,28,0.0,3,411.011162,2
5602,5602,3341.6835,0,69,9.0,72,5.0,3,331.2,2
5603,5603,41491.74481,37748,181,21.0,22,2.0,2,868.8,1
5609,5609,2393.813375,58237,63,34.0,22,3.0,1,273.691831,2
5615,5615,15626.28021,50461,131,22.0,89,0.0,2,810.06514,2
5617,5617,2224.555883,0,67,1.0,77,1.0,1,482.4,2
5618,5618,8533.832013,26049,113,10.0,15,1.0,9,619.165344,2
5621,5621,3585.942995,25748,90,9.0,23,0.0,1,117.871165,1
5627,5627,2748.851081,32437,69,4.0,73,0.0,1,473.361602,1
5633,5633,3823.853815,0,108,32.0,95,0.0,1,777.6,1
5639,5639,3200.795405,0,86,8.0,37,0.0,1,412.8,1
5644,5644,5459.216794,83208,68,10.0,93,0.0,4,325.866271,2
5646,5646,4296.604128,61737,107,21.0,65,0.0,1,495.670802,1
5648,5648,19278.81715,0,61,12.0,77,0.0,2,366.604732,1
5649,5649,15306.22493,46338,193,24.0,68,0.0,9,19.46445,2
5650,5650,12316.79698,0,167,30.0,40,0.0,5,1985.999807,2
5652,5652,8879.790017,52583,113,12.0,59,0.0,7,528.20086,2
5654,5654,5498.753121,60668,138,18.0,92,0.0,1,553.699596,1
5655,5655,4669.22664,76157,116,15.0,80,0.0,1,556.8,2
5656,5656,11058.22493,69792,137,1.0,95,0.0,3,696.757797,1
5657,5657,2767.5949,0,74,0.0,52,0.0,1,355.2,1
5662,5662,6005.847375,13528,86,21.0,35,0.0,3,412.8,2
5664,5664,8712.157741,68516,216,17.0,0,0.0,1,95.693949,1
5666,5666,7577.065297,0,116,20.0,9,2.0,6,835.2,2
5668,5668,7256.576235,29053,181,34.0,52,0.0,1,404.95431,2
5670,5670,8329.039004,0,118,18.0,9,0.0,3,849.6,1
5671,5671,10569.62547,45776,89,2.0,17,0.0,2,95.95081,2
5672,5672,2730.20294,46135,69,12.0,68,0.0,1,103.935601,2
5676,5676,12280.76661,88340,102,16.0,1,0.0,2,489.6,1
5683,5683,9035.671134,34337,113,20.0,44,0.0,9,542.4,1
5689,5689,2596.1852,0,72,3.0,65,0.0,1,345.6,2
5690,5690,12231.87968,43244,103,15.0,16,0.0,2,494.4,2
5691,5691,13494.76017,0,132,13.0,33,0.0,2,950.4,1
5693,5693,2551.349248,88126,64,27.0,71,1.0,1,151.973156,2
5694,5694,10529.84867,37518,131,35.0,91,0.0,6,472.850932,1
5695,5695,23594.6802,76358,66,25.0,3,0.0,2,86.461582,1
5696,5696,5608.172012,20392,73,23.0,85,0.0,9,350.4,2
5700,5700,6617.139741,0,195,20.0,61,0.0,1,1404.0,1
5704,5704,18938.53677,91535,67,35.0,13,1.0,2,126.634634,1
5706,5706,9816.528302,37256,62,15.0,7,0.0,2,128.969729,1
5707,5707,5632.613078,51721,139,18.0,98,0.0,1,625.282599,1
5708,5708,3362.670123,0,107,9.0,96,2.0,1,770.4,2
5710,5710,6514.954043,0,61,12.0,75,1.0,2,292.8,2
5713,5713,5116.624022,26173,68,2.0,10,1.0,9,449.819671,2
5719,5719,26232.85024,35868,110,20.0,51,0.0,2,528.0,1
5720,5720,3961.58618,0,118,6.0,34,1.0,1,264.642948,1
5721,5721,3975.321516,67895,101,25.0,27,4.0,1,403.937672,2
5724,5724,6715.294284,0,92,4.0,64,0.0,9,441.6,2
5725,5725,14191.59699,25575,117,10.0,41,0.0,2,561.6,2
5731,5731,17995.86532,80991,223,5.0,56,0.0,4,937.327881,1
5736,5736,4082.170583,57506,102,24.0,43,0.0,1,615.243841,1
5739,5739,6650.456653,0,99,16.0,65,2.0,3,712.8,2
5740,5740,2693.530229,63684,68,6.0,87,0.0,1,343.889585,1
5741,5741,4572.041785,0,67,19.0,82,1.0,3,357.14996,1
5742,5742,8513.697414,34505,106,13.0,44,0.0,9,359.861348,1
5744,5744,2425.494812,66841,62,4.0,73,0.0,1,123.436634,2
5745,5745,6227.365252,0,94,11.0,21,0.0,9,676.8,2
5747,5747,16069.95283,60735,135,11.0,59,0.0,2,571.695889,1
5748,5748,16152.90489,0,109,12.0,66,0.0,2,852.460341,2
5749,5749,3238.929524,68745,80,5.0,42,0.0,1,473.613006,1
5750,5750,13277.08425,96402,110,29.0,41,0.0,2,379.897943,1
5753,5753,2621.808611,36843,68,12.0,11,3.0,1,357.642982,2
5758,5758,5207.680496,74627,65,21.0,61,0.0,6,176.735323,2
5765,5765,4854.362069,44279,61,32.0,7,0.0,3,292.8,1
5767,5767,2521.633095,53243,66,4.0,15,2.0,1,157.397849,2
5768,5768,6633.137616,63483,83,4.0,84,0.0,3,85.073541,1
5769,5769,5079.830406,0,68,6.0,95,0.0,5,326.4,1
5770,5770,3059.056323,0,83,29.0,52,0.0,1,197.498882,1
5772,5772,5181.620895,97131,64,5.0,80,0.0,6,307.2,2
5774,5774,8084.325058,20169,112,35.0,81,1.0,3,537.6,2
5777,5777,51016.06704,25167,140,3.0,76,0.0,2,422.494292,2
5778,5778,2549.786069,72217,64,13.0,15,0.0,1,91.146661,2
5780,5780,7482.851041,0,101,17.0,20,0.0,3,978.257137,2
5783,5783,3549.747466,0,100,27.0,32,1.0,1,480.0,1
5785,5785,5500.01251,86073,136,3.0,32,0.0,1,333.5671,2
5786,5786,5246.057249,70301,67,7.0,43,0.0,7,328.942798,2
5788,5788,5534.569714,16101,74,16.0,10,0.0,3,437.608909,2
5792,5792,3853.473448,0,110,13.0,3,0.0,1,792.0,2
5793,5793,16159.54237,29593,137,15.0,52,0.0,2,657.6,1
5796,5796,11463.99097,45354,285,5.0,51,0.0,1,540.141566,1
5798,5798,4792.810444,24395,62,35.0,99,0.0,3,357.109603,1
5799,5799,7282.967586,40858,184,10.0,62,0.0,1,883.2,1
5800,5800,4111.197013,32210,103,16.0,97,0.0,1,494.4,1
5817,5817,4022.963529,0,117,6.0,1,0.0,1,975.107098,1
5818,5818,5214.342348,69991,65,27.0,44,0.0,7,4.619402,2
5820,5820,5052.381573,34645,69,1.0,2,3.0,5,220.446667,1
5823,5823,4384.348683,32272,110,6.0,5,0.0,1,6.342791,1
5824,5824,3499.988408,16711,91,29.0,50,1.0,1,580.622219,1
5826,5826,6832.111972,0,93,7.0,90,1.0,5,446.4,1
5827,5827,2580.849899,46900,66,13.0,59,0.0,1,316.8,2
5829,5829,13727.79972,0,126,12.0,4,0.0,2,604.8,1
5830,5830,13024.13012,0,125,6.0,61,0.0,2,900.0,1
5831,5831,13596.19972,20128,70,28.0,10,2.0,2,336.0,2
5832,5832,8935.03414,39910,112,16.0,4,0.0,5,561.499579,1
5833,5833,5261.101863,43318,66,35.0,28,0.0,5,48.936563,2
5834,5834,9416.908485,70602,116,8.0,47,0.0,3,481.339891,1
5840,5840,3837.615029,0,106,15.0,30,0.0,1,117.229971,1
5842,5842,5306.162741,42871,67,2.0,13,0.0,6,321.6,2
5845,5845,4568.819387,0,70,5.0,33,1.0,7,524.836298,2
5847,5847,3517.385764,51814,92,28.0,89,0.0,1,56.300724,1
5848,5848,2442.200921,75449,61,3.0,31,0.0,1,130.775164,2
5850,5850,2004.350666,0,66,16.0,35,4.0,1,316.8,2
5851,5851,5550.149947,62219,69,7.0,73,0.0,4,243.238784,1
5853,5853,10388.55323,61222,89,20.0,55,0.0,2,392.604371,1
5854,5854,3500.855508,0,93,4.0,63,0.0,1,446.4,2
5856,5856,6051.637445,0,88,16.0,80,0.0,6,633.6,1
5859,5859,8319.5292,61367,70,7.0,85,0.0,2,498.533231,1
5861,5861,4392.982538,33640,113,20.0,20,0.0,1,542.4,2
5864,5864,2919.710443,41456,73,11.0,19,0.0,1,257.380112,1
5865,5865,3933.813993,25927,103,6.0,20,0.0,1,674.973614,1
5866,5866,5880.256499,0,82,31.0,25,0.0,8,590.4,2
5867,5867,7912.132168,0,114,26.0,34,0.0,7,820.8,2
5868,5868,2684.581561,98121,67,22.0,49,0.0,1,383.655742,1
5870,5870,4462.997006,0,73,35.0,52,3.0,5,350.4,1
5873,5873,2744.172816,16686,71,9.0,32,0.0,1,125.510669,2
5874,5874,9378.900706,51425,119,32.0,66,0.0,3,560.154132,1
5875,5875,10614.64457,16040,96,29.0,93,0.0,2,611.476898,1
5880,5880,8053.268897,17301,105,1.0,11,0.0,5,638.543326,2
5882,5882,8906.991433,58718,226,11.0,0,0.0,1,1084.8,1
5884,5884,8804.584902,38638,74,5.0,84,0.0,2,355.2,2
5885,5885,2434.849287,0,66,30.0,34,0.0,1,167.073308,1
5888,5888,8501.652884,0,136,20.0,98,3.0,6,979.2,1
5890,5890,4882.073243,0,66,18.0,66,0.0,6,475.2,1
5896,5896,11009.13049,51643,283,16.0,43,0.0,1,1358.4,1
5897,5897,7158.530736,36463,92,8.0,25,0.0,3,441.6,2
5900,5900,2471.077732,53074,61,5.0,86,0.0,1,268.773368,1
5901,5901,2507.884662,97673,63,21.0,49,0.0,1,178.762806,1
5902,5902,7025.04419,24726,92,18.0,75,1.0,5,150.693773,2
5903,5903,6062.441614,0,84,1.0,94,0.0,5,604.8,2
5906,5906,36946.06393,75425,116,25.0,88,1.0,2,663.643801,1
5907,5907,40688.53442,37455,114,13.0,57,0.0,2,547.2,2
5908,5908,2896.918767,33746,74,1.0,6,1.0,1,355.2,2
5911,5911,2580.849899,46900,66,13.0,59,0.0,1,316.8,2
5913,5913,4623.536706,0,133,18.0,2,0.0,1,957.6,1
5914,5914,2242.226055,0,67,15.0,75,3.0,1,618.355883,2
5915,5915,42389.00791,82554,132,6.0,15,0.0,2,154.749492,2
5916,5916,5692.684466,86073,70,2.0,96,0.0,3,291.587866,2
5917,5917,5528.212807,36088,72,16.0,31,0.0,9,345.6,1
5919,5919,6785.536334,0,197,6.0,22,0.0,1,1439.676002,2
5923,5923,8278.716567,16924,226,23.0,69,0.0,1,1084.8,2
5924,5924,22563.61838,23046,65,18.0,7,3.0,2,1.687291,1
5925,5925,3109.007806,77485,77,0.0,87,0.0,1,355.909266,1
5926,5926,2805.286098,50180,77,30.0,93,3.0,1,360.499075,2
5929,5929,4882.289803,19715,66,25.0,11,4.0,5,475.2,1
5931,5931,2514.59196,43860,65,15.0,58,0.0,1,156.124914,2
5936,5936,10925.82157,98542,90,1.0,93,0.0,2,432.0,2
5937,5937,9853.773193,44006,130,18.0,26,0.0,4,494.664784,1
5941,5941,2290.681171,0,64,30.0,85,0.0,1,482.778155,1
5947,5947,2393.915369,0,70,24.0,10,0.0,1,425.266308,1
5948,5948,8653.302322,20588,113,6.0,86,0.0,7,586.390393,1
5950,5950,3265.156348,25820,82,10.0,69,0.0,1,393.6,1
5951,5951,5947.215835,67760,74,19.0,19,0.0,3,465.278453,1
5952,5952,13752.46705,0,131,31.0,49,1.0,2,628.8,1
5954,5954,21920.81339,60180,183,14.0,70,0.0,2,988.533256,1
5955,5955,4992.920887,24368,68,34.0,54,1.0,3,326.4,2
5957,5957,4194.659772,25581,105,9.0,21,0.0,1,429.695284,1
5958,5958,17006.00256,58620,71,11.0,51,0.0,2,340.8,1
5959,5959,7553.936525,38008,68,12.0,40,4.0,2,321.789644,1
5960,5960,4670.058282,69921,118,28.0,22,2.0,1,373.227044,2
5968,5968,7955.774758,0,74,17.0,27,0.0,2,355.2,1
5971,5971,4528.50489,70340,113,5.0,56,0.0,1,542.4,2
5972,5972,4762.823136,0,65,10.0,11,0.0,3,366.212945,1
5979,5979,4162.179638,0,67,26.0,88,3.0,3,321.6,1
5981,5981,3478.887023,29938,90,8.0,35,0.0,1,562.426585,1
5982,5982,12786.66898,0,180,14.0,70,0.0,4,1296.0,1
5991,5991,4887.794108,70742,124,3.0,64,1.0,1,211.68058,2
5992,5992,18196.63824,57177,92,14.0,51,0.0,2,441.6,2
5997,5997,4515.445404,21500,115,14.0,44,0.0,1,39.292196,2
6003,6003,9816.528302,37256,62,15.0,7,0.0,2,128.969729,1
6005,6005,4110.620178,31842,108,7.0,31,0.0,1,406.348084,1
6011,6011,5980.846151,22946,76,18.0,72,0.0,8,377.350433,2
6019,6019,7320.98824,99722,61,6.0,48,0.0,2,292.8,1
6022,6022,8257.666512,23815,73,4.0,47,0.0,2,424.330166,1
6025,6025,5678.050167,0,76,8.0,44,0.0,3,364.8,1
6027,6027,7296.493236,0,67,29.0,88,0.0,2,321.6,1
6031,6031,4834.397455,11698,65,4.0,38,0.0,3,468.0,2
6034,6034,2469.088506,0,71,10.0,20,0.0,1,484.87847,1
6037,6037,5029.671927,62271,63,30.0,52,0.0,3,25.478179,1
6038,6038,6933.335325,0,70,19.0,66,1.0,2,504.0,1
6040,6040,9988.787618,33157,124,28.0,58,0.0,3,286.003968,2
6044,6044,2568.843396,11167,73,0.0,99,3.0,1,350.4,1
6045,6045,8693.995589,48893,110,9.0,26,0.0,3,787.88953,1
6046,6046,4974.801539,75644,65,5.0,68,3.0,9,467.803638,1
6047,6047,29091.23936,34226,244,29.0,22,0.0,2,494.395024,2
6048,6048,5574.618901,20075,71,0.0,28,0.0,3,371.679189,2
6050,6050,3885.456401,0,105,3.0,92,0.0,1,504.0,2
6052,6052,7329.889139,0,108,26.0,94,0.0,4,518.4,1
6053,6053,10272.6082,60145,132,8.0,28,0.0,3,580.473259,1
6054,6054,7556.24034,35257,98,16.0,2,1.0,8,470.4,2
6055,6055,2491.317024,36631,62,30.0,77,0.0,1,67.530904,1
6056,6056,7974.390276,0,109,5.0,64,0.0,4,523.2,2
6060,6060,6071.907243,12201,84,14.0,63,0.0,4,604.8,2
6061,6061,6334.466403,0,63,1.0,21,0.0,2,302.4,1
6067,6067,7019.177186,26806,63,32.0,19,0.0,2,302.4,1
6069,6069,15797.98978,35754,199,21.0,54,0.0,3,612.973779,2
6073,6073,3387.77901,23156,88,9.0,6,2.0,1,422.4,1
6074,6074,3732.305945,75774,92,30.0,55,1.0,1,441.6,2
6079,6079,2616.613903,72302,66,6.0,27,0.0,1,316.8,2
6081,6081,9388.162927,75264,78,24.0,92,0.0,2,343.340301,1
6082,6082,6382.583452,0,87,14.0,67,0.0,3,417.6,1
6089,6089,6361.845408,0,88,28.0,23,0.0,4,110.527627,2
6092,6092,6259.510365,37813,78,4.0,26,1.0,5,39.781368,1
6094,6094,3728.873486,83632,94,7.0,86,4.0,1,216.839496,2
6095,6095,5148.653203,51071,65,17.0,94,0.0,3,312.0,1
6097,6097,2396.192355,39062,61,2.0,20,0.0,1,346.991025,1
6098,6098,6672.127831,56830,83,6.0,27,0.0,9,319.799712,2
6100,6100,2913.493264,89672,72,7.0,92,0.0,1,309.568636,2
6102,6102,6838.767672,15871,89,20.0,19,0.0,4,427.2,2
6105,6105,4708.203284,47829,117,23.0,37,1.0,1,561.6,1
6107,6107,5638.046345,70492,70,29.0,82,0.0,7,328.362698,2
6112,6112,2774.799523,0,74,4.0,30,0.0,1,355.2,1
6113,6113,8474.634723,58488,73,29.0,15,2.0,2,350.4,1
6119,6119,3460.12299,0,100,15.0,96,1.0,1,720.0,1
6127,6127,2050.623512,0,61,18.0,26,0.0,1,292.8,2
6128,6128,4369.041685,26026,116,1.0,76,1.0,1,283.670312,1
6129,6129,2562.604728,92038,65,4.0,44,2.0,1,178.408186,2
6130,6130,22951.892,62396,64,13.0,18,0.0,2,307.2,1
6131,6131,2585.937023,21603,68,11.0,46,2.0,1,326.4,2
6133,6133,4055.399126,0,121,2.0,18,0.0,1,1215.970113,2
6135,6135,2883.165412,37741,74,3.0,59,0.0,1,355.2,1
6139,6139,2162.417356,0,66,18.0,95,2.0,1,316.8,1
6140,6140,5346.916576,10511,139,33.0,64,0.0,1,516.237951,2
6141,6141,4118.588554,69379,103,14.0,79,0.0,1,494.4,1
6142,6142,7980.304624,15630,115,8.0,60,1.0,3,656.775467,2
6146,6146,3939.00637,60021,99,12.0,28,0.0,1,882.871945,1
6147,6147,7757.128146,0,111,32.0,13,0.0,3,607.4459,1
6148,6148,6974.922464,26514,91,16.0,58,0.0,3,655.2,1
6160,6160,4660.006868,0,67,11.0,87,0.0,3,482.4,1
6161,6161,5230.092742,32630,66,26.0,40,0.0,3,202.961374,1
6162,6162,5654.593045,0,83,0.0,12,0.0,7,597.6,1
6165,6165,10058.74013,0,92,30.0,81,0.0,2,640.229108,2
6167,6167,8193.555045,54950,103,25.0,75,0.0,7,480.578584,2
6172,6172,3038.829992,75180,77,15.0,30,3.0,1,154.907769,2
6174,6174,6358.251692,0,94,19.0,98,2.0,4,17.938979,1
6180,6180,2903.749709,0,77,15.0,89,0.0,1,491.66348,1
6181,6181,9602.07966,0,94,12.0,3,0.0,2,676.8,2
6182,6182,7590.961288,52823,95,7.0,15,0.0,5,125.768818,1
6184,6184,14590.24583,46244,62,8.0,3,0.0,2,255.285875,1
6187,6187,14014.72129,54193,117,2.0,83,0.0,2,720.752945,2
6196,6196,5156.072651,0,73,5.0,72,0.0,7,807.947292,2
6200,6200,2530.332,50577,63,2.0,8,0.0,1,12.444326,1
6202,6202,2538.62632,18608,71,13.0,24,0.0,1,340.8,2
6203,6203,4551.060479,0,62,25.0,98,0.0,3,446.4,2
6204,6204,7516.786075,0,106,7.0,39,0.0,6,850.593038,2
6207,6207,4100.398533,47761,104,16.0,58,0.0,1,541.282007,1
6209,6209,30718.8124,90607,109,1.0,48,0.0,2,243.467617,1
6211,6211,7371.58568,0,68,2.0,70,0.0,2,425.137341,2
6215,6215,9985.366015,36268,86,2.0,22,1.0,2,531.164627,2
6221,6221,3644.833554,82477,90,1.0,69,0.0,1,432.0,1
6222,6222,6837.536476,90750,170,30.0,47,0.0,1,746.0459,2
6228,6228,8166.512251,0,82,34.0,5,0.0,2,590.4,2
6229,6229,4372.490855,23124,112,27.0,59,0.0,1,537.6,2
6234,6234,5417.744055,54898,69,25.0,32,0.0,9,176.242159,1
6237,6237,8779.090552,54726,219,30.0,69,0.0,1,1051.2,2
6242,6242,2555.851671,22881,65,20.0,10,0.0,1,312.0,1
6246,6246,2442.216651,0,74,15.0,9,3.0,1,532.8,1
6247,6247,6898.455315,70950,171,6.0,12,0.0,1,565.929394,2
6249,6249,6383.482152,67881,79,6.0,70,0.0,4,391.039166,1
6250,6250,12350.05824,54710,103,13.0,46,0.0,2,294.058449,1
6254,6254,9259.729948,17109,62,7.0,45,0.0,2,297.6,2
6256,6256,25002.01883,21927,71,32.0,40,0.0,2,128.624785,1
6258,6258,2320.750557,19581,61,32.0,27,0.0,1,377.24342,2
6259,6259,10484.91535,61108,89,22.0,93,0.0,2,49.451117,2
6260,6260,5391.775844,63633,68,16.0,21,1.0,8,374.024077,2
6262,6262,4270.034394,0,122,27.0,2,0.0,1,725.870693,1
6263,6263,15610.90065,0,119,3.0,52,5.0,2,439.352186,1
6264,6264,4931.221348,0,68,6.0,93,0.0,8,480.159011,1
6267,6267,2753.780996,0,73,29.0,82,0.0,1,298.671049,2
6271,6271,10861.71019,64744,139,5.0,34,0.0,5,41.308429,2
6275,6275,3579.773094,84598,89,8.0,7,2.0,1,639.267653,1
6278,6278,17367.27409,66245,145,22.0,58,0.0,2,181.501424,1
6279,6279,4706.676993,0,72,0.0,86,0.0,7,345.6,2
6289,6289,2487.256248,28738,62,2.0,95,0.0,1,81.609951,2
6295,6295,4523.752381,74935,112,15.0,62,0.0,1,192.859737,2
6296,6296,14616.36817,25358,126,1.0,13,0.0,2,750.58561,1
6297,6297,4446.738622,0,61,32.0,42,0.0,3,616.279356,2
6298,6298,6464.417095,0,89,33.0,98,0.0,3,640.8,1
6303,6303,7343.353716,0,68,16.0,57,0.0,2,479.028818,1
6304,6304,10481.94383,39102,88,11.0,98,0.0,2,152.338562,1
6306,6306,6966.319103,27972,90,13.0,7,0.0,8,240.318607,2
6307,6307,5310.905647,73102,66,35.0,46,0.0,4,117.928547,1
6308,6308,9268.672154,57052,115,7.0,56,1.0,4,483.62724,2
6309,6309,2542.845763,37072,64,1.0,1,0.0,1,307.2,2
6311,6311,4050.280057,82758,101,16.0,37,0.0,1,179.430114,1
6312,6312,4617.391775,16764,61,13.0,79,0.0,7,292.8,1
6314,6314,5904.847853,89953,74,3.0,42,0.0,3,274.165887,1
6316,6316,5808.932598,43282,72,3.0,3,0.0,3,166.799814,1
6318,6318,6265.343299,0,84,18.0,25,1.0,4,481.025786,1
6319,6319,26730.06042,21275,240,3.0,58,0.0,2,1152.0,2
6322,6322,2746.90319,0,84,25.0,44,0.0,1,604.8,1
6323,6323,8595.665294,34621,108,21.0,32,1.0,8,621.464468,1
6328,6328,4386.277558,10621,67,28.0,22,0.0,5,321.6,2
6331,6331,8365.963454,27042,110,17.0,3,0.0,7,1263.325007,2
6333,6333,5088.687654,0,71,31.0,52,0.0,4,511.2,1
6334,6334,7550.41865,0,100,20.0,48,0.0,6,480.0,1
6338,6338,2715.68743,20848,71,9.0,76,0.0,1,350.143872,2
6339,6339,7408.167551,62810,187,14.0,22,1.0,1,32.874675,1
6345,6345,3135.405606,55855,79,10.0,71,0.0,1,272.9955,1
6350,6350,4686.469674,58089,118,31.0,83,0.0,1,566.4,2
6352,6352,4448.642277,23006,113,17.0,60,0.0,1,792.104571,2
6353,6353,7651.099258,53330,65,8.0,57,0.0,2,224.093027,1
6354,6354,2581.022016,35795,65,25.0,53,0.0,1,312.0,1
6357,6357,14635.45158,0,139,5.0,56,0.0,2,667.2,2
6362,6362,7035.534088,0,101,16.0,88,0.0,8,727.2,1
6363,6363,5139.561422,73180,64,27.0,43,0.0,3,132.543257,2
6364,6364,2925.726685,30752,73,2.0,37,0.0,1,400.294003,1
6366,6366,3056.217296,34317,78,6.0,32,2.0,1,263.592181,2
6367,6367,5384.731816,0,78,14.0,68,0.0,5,748.774773,1
6372,6372,8564.768226,95697,107,29.0,29,0.0,9,178.006524,2
6374,6374,14862.76011,0,82,5.0,16,0.0,2,393.6,1
6377,6377,8717.049833,83846,74,22.0,94,3.0,2,355.2,2
6379,6379,2493.591571,37043,68,25.0,89,3.0,1,30.984936,2
6381,6381,2243.473907,0,62,26.0,18,0.0,1,446.4,2
6383,6383,7180.283897,0,104,30.0,96,0.0,3,1210.245916,2
6388,6388,5325.724541,0,73,17.0,44,0.0,7,496.474767,2
6392,6392,4682.249396,37929,61,21.0,35,0.0,5,120.436587,2
6393,6393,7635.883324,30262,98,0.0,96,1.0,9,499.22561,1
6394,6394,4035.009284,55407,101,30.0,68,1.0,1,275.341953,1
6398,6398,5283.362834,80928,132,26.0,27,0.0,1,538.545218,1
6400,6400,4076.634665,29549,104,17.0,51,0.0,1,710.433775,1
6402,6402,17497.52201,0,73,9.0,94,0.0,2,350.4,2
6404,6404,32864.4046,90783,104,0.0,38,2.0,2,285.745227,2
6409,6409,4650.063763,28215,65,15.0,26,0.0,3,468.0,1
6411,6411,14024.35839,81872,115,10.0,55,0.0,2,256.43803,2
6414,6414,2993.024583,0,80,28.0,97,0.0,1,286.115778,2
6415,6415,2511.944048,17658,65,10.0,44,0.0,1,312.0,1
6418,6418,8216.391903,0,117,3.0,33,0.0,9,983.127481,1
6419,6419,2430.959055,0,70,29.0,30,0.0,1,341.329847,2
6420,6420,3352.943699,55359,83,28.0,73,0.0,1,303.331178,1
6421,6421,10208.92761,35482,129,21.0,59,0.0,3,619.2,2
6422,6422,8099.40027,60932,101,7.0,35,0.0,3,484.8,1
6423,6423,2719.506996,14030,72,11.0,3,0.0,1,345.6,1
6424,6424,5382.752045,77552,68,33.0,76,1.0,7,45.215059,2
6426,6426,8016.747629,82828,67,14.0,36,1.0,2,217.472776,1
6430,6430,6925.182046,88893,86,5.0,63,0.0,9,72.86746,2
6434,6434,4878.950256,43358,61,2.0,83,0.0,6,400.294938,1
6436,6436,2320.516874,0,63,18.0,76,0.0,1,453.6,2
6440,6440,7053.302737,52982,89,8.0,54,0.0,3,31.356274,2
6443,6443,3196.578455,62815,80,14.0,84,0.0,1,47.061469,1
6444,6444,15118.89548,58883,62,1.0,47,0.0,2,432.480275,2
6445,6445,5444.793941,91393,67,19.0,54,0.0,6,460.551521,1
6450,6450,9621.72619,54872,121,9.0,50,0.0,3,580.8,2
6451,6451,2132.771675,0,61,0.0,62,0.0,1,691.677138,1
6455,6455,18321.24471,76726,65,27.0,26,0.0,2,10.36741,2
6456,6456,6627.174629,90751,82,2.0,22,1.0,8,315.826382,2
6458,6458,4916.577034,21907,62,6.0,47,0.0,3,2.96438,2
6462,6462,10168.27175,35504,128,4.0,86,0.0,3,404.303518,2
6464,6464,5678.050167,0,76,8.0,44,0.0,3,364.8,1
6467,6467,9369.639891,99185,115,8.0,19,0.0,3,449.428182,1
6472,6472,5325.394799,62470,66,34.0,84,0.0,4,243.766542,1
6473,6473,14642.14003,57561,62,18.0,57,1.0,2,298.430234,2
6474,6474,2446.911045,29152,67,24.0,72,0.0,1,255.079807,2
6477,6477,15739.92367,48096,131,10.0,3,0.0,2,450.090267,2
6478,6478,2410.355726,0,67,5.0,53,0.0,1,482.4,1
6479,6479,29006.67071,40252,104,12.0,60,0.0,2,499.2,2
6483,6483,9671.98323,17103,87,24.0,29,0.0,2,417.6,2
6485,6485,6243.089247,73945,78,21.0,76,0.0,8,330.872532,1
6487,6487,10208.92761,35482,129,21.0,59,0.0,3,619.2,2
6489,6489,4705.589393,0,78,21.0,23,3.0,3,555.457674,2
6490,6490,6947.838781,0,99,12.0,77,0.0,4,475.2,2
6492,6492,8002.308333,0,107,3.0,65,0.0,3,513.6,1
6493,6493,9246.223462,40032,118,1.0,50,2.0,7,717.763724,2
6502,6502,9801.287358,0,91,33.0,38,0.0,2,436.8,1
6505,6505,11077.68591,78011,138,14.0,42,0.0,3,619.698644,2
6510,6510,2450.190996,0,73,4.0,44,3.0,1,554.376763,2
6518,6518,6369.262355,34498,83,30.0,72,0.0,7,398.4,1
6519,6519,9368.27103,44980,81,2.0,27,0.0,2,333.478333,2
6520,6520,2810.671023,73858,72,8.0,59,3.0,1,422.59237,2
6525,6525,2682.423898,24823,69,23.0,66,0.0,1,229.279059,2
6526,6526,2219.995914,0,62,0.0,83,0.0,1,297.6,2
6532,6532,4035.68383,21359,101,25.0,5,0.0,1,484.8,1
6533,6533,4815.851943,59438,124,33.0,55,0.0,1,562.667789,2
