,customer lifetime value,income,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,total claim amount,month
3908,22217.96796,37553,187,34.0,7,0.0,2,897.6,2
3909,10660.89661,60642,133,34.0,68,0.0,5,428.27511,2
3910,10628.06415,90874,137,18.0,28,4.0,3,459.785009,2
3911,7780.999262,0,74,0.0,52,0.0,2,246.489123,1
3912,2243.473907,0,62,34.0,71,0.0,1,675.468453,1
3913,5205.90965,0,72,18.0,91,0.0,9,345.6,2
3914,23515.85325,36537,85,19.0,4,0.0,2,165.309001,2
3915,5923.518828,73758,74,24.0,87,0.0,7,301.562622,2
3916,5780.182197,51066,74,23.0,0,0.0,8,787.993313,2
3917,2727.082424,29286,69,5.0,20,1.0,1,496.8,2
3918,10357.51422,68309,131,4.0,67,0.0,9,306.983596,2
3919,22895.34606,0,94,14.0,17,0.0,2,676.8,1
3920,4128.091334,32114,104,22.0,50,0.0,1,445.29049,2
3921,5365.975978,51240,70,0.0,37,2.0,5,283.849464,1
3922,13309.33517,0,127,19.0,40,0.0,2,609.6,1
3923,6966.142868,0,93,28.0,3,0.0,8,436.143226,2
3924,3832.898507,97729,95,18.0,21,0.0,1,97.176153,2
3925,3843.965188,43987,96,29.0,17,0.0,1,460.8,1
3926,8300.70769,17034,113,11.0,40,0.0,6,542.4,1
3927,4837.926404,0,65,6.0,89,0.0,3,468.0,2
3928,2730.3538,63401,68,1.0,18,0.0,1,202.938048,2
3929,2866.779811,81763,72,22.0,12,1.0,1,518.4,1
3930,4783.917752,49793,121,3.0,55,0.0,1,640.835113,1
3931,8237.376444,70882,69,20.0,50,0.0,2,124.380223,1
3932,7095.134789,74298,177,9.0,81,0.0,1,161.537767,1
3933,4903.131185,0,133,11.0,95,0.0,1,638.4,1
3934,2771.045031,50071,71,3.0,32,0.0,1,18.918935,1
3935,7057.463184,52447,90,5.0,57,0.0,7,61.585668,2
3936,14837.50253,0,70,18.0,46,0.0,2,712.619939,2
3937,2426.95904,0,71,2.0,5,0.0,1,511.2,1
3938,7858.109763,28937,104,28.0,23,2.0,6,117.959654,2
3939,2918.576189,80714,72,18.0,12,0.0,1,345.6,2
3940,2803.796963,43775,70,3.0,42,0.0,1,310.744656,2
3941,7522.068229,47727,94,25.0,33,0.0,3,451.2,1
3942,2345.084479,0,69,1.0,56,0.0,1,331.2,2
3943,11702.34819,0,111,15.0,12,0.0,2,532.8,1
3944,23675.02939,46268,199,34.0,17,1.0,2,842.000858,1
3945,2566.398498,67778,64,17.0,17,1.0,1,171.287759,2
3946,8609.158215,79090,107,2.0,74,0.0,3,289.040734,1
3947,13989.84697,22354,118,27.0,9,0.0,2,775.526054,2
3948,7347.410517,29491,61,26.0,62,0.0,2,292.8,1
3949,5106.111827,30110,64,2.0,4,0.0,5,140.165035,2
3950,5526.438887,94230,137,21.0,82,0.0,1,657.6,2
3951,2926.829158,26242,74,5.0,69,0.0,1,347.060173,2
3952,11513.35549,16266,100,11.0,23,0.0,2,1177.323534,1
3953,5328.320299,0,73,12.0,42,0.0,7,794.445585,2
3954,7688.023506,56680,100,9.0,78,2.0,3,480.0,2
3955,2535.266473,86933,63,3.0,64,0.0,1,269.563038,2
3956,2167.330201,0,61,16.0,46,0.0,1,439.2,2
3957,7388.733207,0,97,31.0,24,0.0,3,638.371157,2
3958,4479.023088,94656,111,12.0,79,1.0,1,459.738128,1
3959,24127.50402,14072,71,13.0,3,0.0,2,511.2,1
3960,42462.96794,0,281,16.0,92,1.0,2,1499.806352,1
3961,4936.888359,0,72,7.0,34,2.0,7,391.636628,1
3962,44468.02303,32948,127,20.0,46,1.0,2,1428.972913,1
3963,4991.584471,56649,125,12.0,8,0.0,1,780.090361,2
3964,3746.751625,41479,94,14.0,38,1.0,1,19.575683,2
3965,4582.899414,66991,115,1.0,71,0.0,1,399.617715,1
3966,2810.464447,26790,71,4.0,41,0.0,1,340.8,2
3967,4944.088762,53607,61,4.0,18,0.0,9,93.891207,2
3968,16468.22079,0,63,4.0,52,0.0,2,685.12694,1
3969,8223.164916,95102,101,6.0,73,0.0,8,94.338814,1
3970,8902.737595,46833,112,6.0,3,0.0,9,64.109663,1
3971,27789.69235,33806,89,32.0,59,0.0,2,395.729716,1
3972,5532.753182,91212,69,9.0,92,0.0,6,270.311239,1
3973,2924.976721,64459,72,16.0,64,0.0,1,240.259479,1
3974,4529.112791,0,62,22.0,57,0.0,9,271.164139,2
3975,2894.243869,0,85,3.0,53,0.0,1,408.0,2
3976,4280.747008,52679,110,25.0,21,2.0,1,528.0,2
3977,6048.574243,0,61,17.0,71,3.0,2,292.8,1
3978,2652.695343,82655,66,8.0,93,0.0,1,316.8,1
3979,4196.429642,24641,105,12.0,82,0.0,1,504.0,2
3980,6140.242989,34112,77,32.0,68,0.0,6,369.6,1
3981,6869.185344,0,69,18.0,71,2.0,2,331.2,2
3982,19185.0725,35322,244,4.0,33,0.0,5,76.826503,2
3983,23142.1509,0,105,16.0,16,0.0,2,564.947278,1
3984,5360.557066,24254,68,11.0,84,0.0,5,326.4,1
3985,7524.735746,36580,64,20.0,76,1.0,2,460.8,2
3986,8341.623748,0,118,15.0,77,0.0,4,566.4,1
3987,19690.44179,36032,70,11.0,39,0.0,2,336.0,1
3988,9191.672825,77603,114,10.0,83,0.0,8,547.2,1
3989,25585.72783,0,116,0.0,45,0.0,2,830.623064,2
3990,13727.79972,0,126,12.0,4,0.0,2,604.8,1
3991,5227.570224,70988,65,3.0,82,0.0,7,312.0,1
3992,11095.97445,0,101,10.0,48,0.0,2,727.2,1
3993,4340.858797,0,124,6.0,34,0.0,1,595.2,2
3994,4315.788632,41252,109,25.0,31,0.0,1,514.059402,2
3995,2552.038766,75740,64,13.0,11,0.0,1,128.516525,2
3996,2435.535995,40921,62,0.0,50,2.0,1,10.560419,1
3997,7664.80924,0,107,14.0,90,0.0,3,770.4,1
3998,2858.992036,0,83,25.0,91,4.0,1,355.385287,1
3999,4061.590219,70129,103,24.0,57,1.0,1,130.495798,1
4000,10153.88899,0,90,33.0,75,0.0,2,432.0,2
4001,5671.09467,69668,70,34.0,33,0.0,4,64.855035,2
4002,2921.490461,62018,73,2.0,59,0.0,1,90.094835,1
4003,2725.356404,36650,69,2.0,70,1.0,1,56.60333,1
4004,8044.872393,71391,67,29.0,39,0.0,2,284.000172,2
4005,5793.157728,95733,72,19.0,82,0.0,3,475.423848,2
4006,13610.10746,50144,114,0.0,35,0.0,2,786.934186,2
4007,4270.034394,0,122,27.0,2,0.0,1,725.870693,1
4008,4276.915328,18768,68,19.0,53,3.0,3,647.454583,1
4009,2944.780529,87274,73,2.0,30,1.0,1,350.4,1
4010,26122.12998,83385,131,26.0,77,2.0,2,704.337157,1
4011,7123.694599,16139,62,19.0,69,0.0,2,297.6,2
4012,9002.117386,61374,113,5.0,27,0.0,3,210.100003,2
4013,5201.971427,94186,64,20.0,50,0.0,3,135.340489,1
4014,5073.282126,57709,125,10.0,26,0.0,1,600.0,1
4015,18131.18874,0,82,29.0,23,1.0,2,393.6,1
4016,13727.79972,0,126,12.0,4,0.0,2,604.8,1
4017,17497.52201,0,73,9.0,94,0.0,2,350.4,2
4018,8738.401013,43597,110,20.0,24,0.0,6,528.0,1
4019,5257.241485,56154,67,6.0,26,0.0,4,386.160674,1
4020,4095.201692,32180,103,3.0,28,0.0,1,558.835255,1
4021,13027.41984,76456,83,27.0,34,1.0,2,42.693918,2
4022,7519.133631,96306,95,12.0,17,1.0,6,185.355353,2
4023,2491.317024,36631,62,30.0,77,0.0,1,67.530904,1
4024,2730.313804,36218,68,6.0,83,0.0,1,145.252168,1
4025,23207.24981,89918,115,14.0,42,0.0,2,423.116739,2
4026,8509.850887,26057,74,3.0,63,0.0,2,523.888845,1
4027,2839.796453,53071,72,28.0,19,0.0,1,386.225897,1
4028,2476.588891,71551,62,10.0,19,0.0,1,297.6,2
4029,2749.189304,0,80,15.0,83,0.0,1,824.487259,1
4030,6369.262355,34498,83,30.0,72,0.0,7,398.4,1
4031,10747.03094,66446,136,8.0,77,0.0,3,639.464548,2
4032,15936.5764,0,76,7.0,84,0.0,2,364.8,2
4033,5586.965345,19280,72,4.0,39,0.0,6,345.6,1
4034,7155.471967,76506,89,35.0,65,0.0,8,427.2,2
4035,2491.257604,25965,65,23.0,27,0.0,1,329.206567,2
4036,9487.721906,56233,79,30.0,61,0.0,2,558.746277,2
4037,7887.964945,76590,65,0.0,91,0.0,2,183.293091,2
4038,3790.190029,66169,96,35.0,30,1.0,1,156.429591,2
4039,4530.385427,52957,112,14.0,92,0.0,1,425.423198,2
4040,2199.61781,0,65,5.0,19,1.0,1,468.0,1
4041,9705.30895,79157,61,25.0,45,0.0,2,117.781906,2
4042,2519.569496,41372,64,21.0,32,0.0,1,307.2,1
4043,10477.77713,61427,88,24.0,12,0.0,2,422.4,1
4044,5300.686394,26585,69,26.0,23,0.0,4,308.651195,2
4045,5745.121547,30389,73,34.0,66,0.0,4,278.932051,2
4046,13881.03947,17961,181,28.0,51,0.0,3,476.707749,2
4047,5643.724704,33317,72,18.0,31,1.0,3,345.6,2
4048,15984.52739,0,69,19.0,74,0.0,2,331.2,2
4049,2931.155192,45768,73,33.0,27,0.0,1,191.934494,2
4050,10570.7888,92044,132,7.0,77,0.0,3,617.288574,2
4051,5689.644114,83640,70,20.0,13,0.0,4,471.050488,1
4052,2719.260911,81799,68,23.0,97,0.0,1,326.4,2
4053,2509.268453,74045,64,23.0,83,0.0,1,307.2,1
4054,5535.963648,84863,138,28.0,40,0.0,1,691.697458,2
4055,6047.02516,20396,76,15.0,60,1.0,4,364.8,2
4056,13369.44267,50800,112,1.0,45,0.0,2,621.218119,2
4057,4601.913754,37308,115,2.0,51,0.0,1,552.0,1
4058,20461.1545,87502,102,20.0,28,0.0,2,421.111226,2
4059,11255.46343,88858,93,2.0,60,0.0,2,310.36774,2
4060,4758.19231,72805,62,13.0,34,4.0,3,365.466805,1
4061,4815.532839,80355,62,26.0,33,1.0,3,83.390706,1
4062,2725.356404,36650,69,2.0,70,1.0,1,56.60333,1
4063,13248.63735,25074,112,17.0,8,0.0,2,537.6,1
4064,8607.482071,0,118,30.0,52,0.0,7,566.4,2
4065,2826.307641,65090,71,28.0,3,0.0,1,73.995096,1
4066,10634.83711,0,61,35.0,71,0.0,2,292.8,2
4067,2611.14858,13424,71,30.0,78,0.0,1,340.8,1
4068,4966.736817,0,73,9.0,83,0.0,6,525.6,1
4069,4961.405917,55702,61,13.0,55,0.0,6,151.13336,1
4070,16301.9676,19614,85,21.0,32,0.0,2,574.024018,2
4071,8283.843281,94851,104,6.0,33,0.0,3,190.998822,2
4072,2670.63599,52572,68,16.0,73,0.0,1,379.281455,1
4073,5059.987477,70999,63,5.0,70,0.0,3,305.603239,2
4074,7280.300642,32627,67,14.0,53,4.0,2,54.628741,2
4075,5682.515346,36938,70,32.0,31,0.0,3,244.801119,1
4076,2855.925747,50738,71,11.0,48,0.0,1,344.470631,2
4077,5714.232848,79719,71,12.0,87,0.0,6,425.924132,2
4078,5059.616223,41869,64,5.0,52,0.0,6,262.12205,1
4079,2430.801647,0,67,1.0,19,0.0,1,321.6,2
4080,7380.976717,65706,91,19.0,86,0.0,8,436.8,2
4081,7607.983712,31456,199,5.0,61,0.0,1,436.695385,2
4082,6285.476868,32390,80,20.0,36,0.0,8,91.417923,2
4083,5533.229132,23241,70,11.0,14,0.0,9,504.0,2
4084,4198.02525,30598,106,13.0,21,0.0,1,508.8,2
4085,12495.73971,0,61,32.0,85,0.0,2,292.8,2
4086,8823.852473,75741,109,31.0,59,0.0,7,217.188864,2
4087,20467.71796,89025,64,32.0,10,0.0,2,179.251604,1
4088,21923.12272,81197,109,2.0,42,0.0,2,94.731199,1
4089,14244.73069,31189,122,18.0,10,0.0,2,585.6,2
4090,4502.867562,0,129,10.0,11,0.0,1,1486.410662,1
4091,3873.647046,28142,105,18.0,50,0.0,1,701.708239,1
4092,4297.018104,86860,107,13.0,29,0.0,1,513.6,2
4093,9199.539814,0,80,10.0,11,0.0,2,572.847549,1
4094,2130.35457,0,62,16.0,79,0.0,1,446.4,1
4095,7376.795372,0,105,31.0,85,0.0,5,756.0,2
4096,4623.624811,97065,117,10.0,0,0.0,1,561.6,1
4097,4713.404623,0,69,7.0,90,0.0,8,806.534801,1
4098,4574.547243,0,63,3.0,5,0.0,6,453.6,2
4099,2811.956395,62537,71,19.0,64,1.0,1,354.199664,2
4100,13269.59942,15616,114,20.0,96,1.0,2,547.2,1
4101,4605.036646,22571,63,29.0,51,0.0,9,302.4,1
4102,7027.759594,0,102,11.0,90,0.0,5,489.6,1
4103,8092.87696,50825,102,3.0,46,0.0,3,369.614729,2
4104,3867.965986,79628,98,6.0,4,0.0,1,470.4,2
4105,8169.334846,0,116,10.0,99,0.0,3,835.2,1
4106,18532.40504,0,70,1.0,30,0.0,2,504.0,1
4107,23594.6802,76358,66,25.0,3,0.0,2,86.461582,1
4108,10175.2441,0,99,15.0,84,0.0,2,831.340966,1
4109,5065.486772,26733,66,7.0,55,0.0,5,218.717113,1
4110,2438.689804,80927,62,25.0,8,0.0,1,211.660971,2
4111,4975.171042,44723,124,26.0,3,0.0,1,341.088276,1
4112,3864.776795,24204,99,25.0,41,1.0,1,707.303416,2
4113,4217.857932,0,62,19.0,75,0.0,3,446.4,1
4114,4416.345862,25480,117,26.0,49,3.0,1,486.545439,1
4115,5169.49937,12430,73,22.0,13,0.0,4,350.4,2
4116,5194.654884,51883,66,8.0,99,0.0,9,623.751121,1
4117,4726.869327,13037,124,28.0,49,0.0,1,839.348464,1
4118,2300.691547,25905,63,21.0,12,0.0,1,302.4,1
4119,3700.420255,12287,99,11.0,49,0.0,1,712.8,2
4120,5040.775434,22350,66,9.0,3,0.0,5,316.8,1
4121,7076.653181,0,68,8.0,9,0.0,2,489.6,2
4122,34931.00171,35005,295,14.0,46,0.0,2,1416.0,2
4123,2846.645431,66880,71,7.0,54,0.0,1,340.8,1
4124,3046.248976,0,98,4.0,43,2.0,1,705.6,1
4125,4348.139173,0,62,20.0,9,0.0,7,675.661163,2
4126,10390.66647,28948,131,7.0,57,0.0,3,295.83086,1
4127,6019.960469,0,92,3.0,28,0.0,4,662.4,1
4128,8080.948098,85210,68,34.0,9,0.0,2,32.714226,1
4129,3659.18314,0,106,34.0,39,0.0,1,763.2,2
4130,2594.905944,25925,72,5.0,85,3.0,1,660.587577,2
4131,5757.442258,88997,72,9.0,71,0.0,3,174.041566,1
4132,6278.764007,47669,80,16.0,84,0.0,3,384.0,2
4133,8476.80656,55217,107,9.0,9,2.0,9,696.115596,2
4134,2424.424678,27093,61,10.0,19,0.0,1,292.8,1
4135,2968.077571,91646,74,12.0,10,0.0,1,57.678779,2
4136,7474.605769,44186,64,9.0,96,2.0,2,295.04969,1
4137,12751.27591,33235,110,18.0,79,0.0,2,113.804117,2
4138,2332.095228,0,67,4.0,99,0.0,1,482.4,2
4139,2677.279707,0,72,29.0,86,0.0,1,345.6,2
4140,4466.101762,0,64,25.0,33,0.0,5,307.2,1
4141,7255.577594,39786,91,2.0,91,1.0,9,365.835977,1
4142,2884.636779,63438,72,32.0,67,0.0,1,36.732923,1
4143,4984.618655,86305,62,1.0,99,0.0,5,80.73124,1
4144,9701.027271,45668,80,7.0,55,0.0,2,344.767795,1
4145,3188.53073,81081,79,20.0,25,0.0,1,224.888004,1
4146,6073.241952,22103,89,4.0,74,1.0,3,427.2,2
4147,7145.29959,92681,91,8.0,23,3.0,8,436.8,2
4148,5936.011773,0,84,31.0,25,0.0,3,980.169081,1
4149,9667.129686,72885,124,35.0,88,2.0,6,233.676034,1
4150,6188.379423,40352,77,31.0,33,0.0,3,406.367233,2
4151,8945.689398,83761,112,16.0,70,0.0,8,270.227547,1
4152,5344.989624,22908,68,30.0,19,0.0,7,387.774781,2
4153,5838.89915,81082,73,5.0,85,0.0,4,281.295903,1
4154,2161.685527,0,67,33.0,75,2.0,1,482.4,2
4155,4319.145955,11811,110,20.0,20,0.0,1,808.618307,2
4156,7840.165778,58414,210,7.0,24,2.0,1,1008.0,1
4157,22658.53652,23665,67,19.0,50,0.0,2,404.817249,1
4158,9939.255085,13207,137,16.0,82,2.0,3,392.920864,1
4159,2787.539793,34927,70,5.0,2,0.0,1,242.491357,1
4160,7981.444703,40639,67,21.0,77,0.0,2,301.60252,1
4161,2744.083863,79192,70,11.0,74,0.0,1,336.0,2
4162,2714.654446,88545,68,25.0,33,0.0,1,374.108319,2
4163,4877.61238,0,66,4.0,30,0.0,5,420.39344,1
4164,32725.2974,39894,134,23.0,87,0.0,2,411.077415,1
4165,30591.61257,11276,91,22.0,10,1.0,2,436.8,1
4166,8625.836992,50446,74,28.0,50,4.0,2,355.2,1
4167,2478.833596,81721,63,11.0,5,0.0,1,133.90029,1
4168,17636.42483,37109,63,7.0,70,0.0,2,302.4,2
4169,4774.751709,0,64,34.0,47,0.0,7,307.2,2
4170,3764.465074,92600,94,9.0,48,0.0,1,842.43785,2
4171,5129.738992,86148,65,19.0,51,2.0,4,312.0,1
4172,2548.393565,22050,66,9.0,47,0.0,1,316.8,2
4173,8009.028202,0,107,5.0,8,0.0,3,740.963933,1
4174,2592.437797,72421,65,8.0,23,0.0,1,312.0,1
4175,8543.247323,99180,106,15.0,20,0.0,3,33.751887,1
4176,2590.096027,22398,67,23.0,76,2.0,1,321.6,1
4177,8828.933996,86721,110,20.0,99,1.0,3,372.594847,2
4178,12168.74492,14973,115,2.0,75,0.0,2,828.0,2
4179,23144.1327,59821,193,12.0,6,0.0,2,1389.6,2
4180,14710.43268,22872,131,14.0,18,2.0,2,754.845659,2
4181,6395.351807,72667,80,2.0,58,0.0,9,383.228397,1
4182,4462.997006,0,73,35.0,52,3.0,5,350.4,1
4183,7457.237794,0,198,18.0,55,1.0,1,1577.674417,2
4184,3045.05813,53441,76,11.0,78,0.0,1,364.8,1
4185,7233.540011,94550,90,0.0,93,0.0,7,432.0,1
4186,8395.272249,62989,71,3.0,18,1.0,2,319.131547,1
4187,5989.773931,66839,154,33.0,24,0.0,1,739.2,1
4188,5666.465804,0,77,17.0,54,0.0,9,534.228036,2
4189,9498.473472,0,90,13.0,52,0.0,2,432.0,2
4190,9599.950239,0,131,6.0,52,0.0,6,943.2,1
4191,7706.032636,0,107,15.0,63,0.0,8,1267.709661,1
4192,9035.671134,34337,113,20.0,44,0.0,9,542.4,1
4193,3924.416277,56480,101,32.0,65,0.0,1,617.650751,1
4194,7835.929299,49390,195,31.0,15,0.0,1,738.05105,1
4195,8382.478392,25998,71,16.0,38,0.0,2,791.878042,1
4196,9775.816061,55632,123,35.0,98,0.0,7,478.609999,2
4197,12036.62051,44428,104,17.0,61,0.0,2,499.2,2
4198,16727.77186,30915,72,1.0,6,2.0,2,345.6,1
4199,10656.88195,72540,88,7.0,3,0.0,2,631.743039,2
4200,2336.286633,21564,61,11.0,61,0.0,1,49.014822,2
4201,4692.048347,82534,118,15.0,56,0.0,1,4.23752,1
4202,3536.431774,28248,90,25.0,89,0.0,1,634.385937,2
4203,4327.098922,69040,108,4.0,88,0.0,1,518.4,2
4204,5201.357604,67001,131,7.0,36,0.0,1,463.425687,2
4205,2410.105206,16258,64,13.0,84,0.0,1,307.2,2
4206,9928.874825,75425,123,3.0,49,0.0,6,823.798803,1
4207,18732.2012,70187,117,4.0,61,0.0,2,632.16097,2
4208,7539.600588,0,74,23.0,64,0.0,2,532.8,2
4209,10392.96347,93495,129,8.0,0,0.0,9,618.20653,2
4210,7224.235434,0,72,27.0,21,2.0,2,297.419028,1
4211,5595.389905,74454,71,25.0,29,0.0,3,340.8,2
4212,8167.992322,0,117,5.0,27,0.0,6,842.4,2
4213,9706.375239,23649,122,2.0,69,0.0,6,535.606632,2
4214,5470.060561,54507,138,20.0,11,0.0,1,702.990032,2
4215,2619.337376,78618,66,7.0,56,0.0,1,225.578841,2
4216,7519.133631,96306,95,12.0,17,1.0,6,185.355353,2
4217,5179.890955,35143,65,31.0,37,0.0,9,171.184016,1
4218,43026.52149,59349,119,15.0,41,0.0,2,222.032326,1
4219,7672.681366,0,103,17.0,56,0.0,4,518.720216,2
4220,5780.182197,51066,74,23.0,0,0.0,8,787.993313,2
4221,12877.7765,0,117,8.0,89,0.0,2,561.6,1
4222,5754.853121,29460,72,3.0,18,0.0,5,29.303915,2
4223,15063.50118,19132,207,25.0,15,0.0,3,1008.569798,1
4224,24868.24096,0,128,12.0,9,0.0,2,715.951352,2
4225,2300.691547,25905,63,21.0,12,0.0,1,302.4,1
4226,2416.479564,0,68,13.0,93,0.0,1,436.411688,2
4227,5016.827946,20868,63,19.0,13,0.0,8,134.629643,2
4228,3288.825448,17860,99,16.0,0,2.0,1,656.122925,1
4229,4820.704584,27872,61,19.0,78,0.0,3,186.857059,2
4230,8675.993821,65933,108,23.0,16,0.0,5,379.951464,1
4231,6369.262355,34498,83,30.0,72,0.0,7,398.4,1
4232,14713.52329,0,85,4.0,18,0.0,2,877.034575,1
4233,5810.630529,24860,73,2.0,35,0.0,8,350.4,2
4234,6689.022728,56980,84,33.0,70,0.0,7,599.000883,2
4235,8617.550432,48091,108,30.0,66,0.0,9,132.041491,1
4236,3588.87609,42836,89,32.0,99,0.0,1,244.580023,1
4237,29199.81072,67739,149,4.0,76,0.0,2,270.373444,2
4238,2466.376803,44855,63,3.0,71,1.0,1,103.607499,2
4239,5709.225202,0,78,32.0,66,0.0,5,410.409376,2
4240,2938.07856,0,82,12.0,67,0.0,1,590.4,2
4241,5386.512585,41228,70,2.0,99,3.0,7,336.0,2
4242,27945.89465,0,95,32.0,69,0.0,2,684.0,2
4243,16979.79757,35095,73,25.0,56,0.0,2,525.6,1
4244,24709.59957,24213,78,11.0,28,1.0,2,374.4,2
4245,4109.793608,86657,103,22.0,51,0.0,1,316.227946,1
4246,8754.16043,24012,112,30.0,91,1.0,3,82.211282,2
4247,10018.66117,30720,139,17.0,24,4.0,5,778.463303,2
4248,6414.081362,0,89,0.0,12,0.0,5,640.8,1
4249,3896.572719,10853,104,11.0,18,0.0,1,350.306385,1
4250,2824.681217,82875,70,5.0,20,0.0,1,455.337179,1
4251,10212.01913,93920,84,20.0,13,0.0,2,213.027868,1
4252,2903.242245,20510,74,32.0,63,0.0,1,355.2,1
4253,32069.87526,24851,103,8.0,99,0.0,2,604.289428,1
4254,8323.533338,59886,104,30.0,1,0.0,4,71.729298,2
4255,7163.540342,0,66,8.0,11,0.0,2,316.8,1
4256,6444.076976,46750,82,20.0,74,1.0,3,672.026958,1
4257,4670.953723,0,64,25.0,89,0.0,4,181.810486,2
4258,20631.15177,28935,87,24.0,93,0.0,2,119.630789,1
4259,5498.940679,22520,73,17.0,64,0.0,3,350.4,2
4260,8023.075248,34335,101,18.0,55,0.0,3,484.8,1
4261,6508.759916,60188,84,15.0,49,3.0,4,333.423827,2
4262,5143.878519,61417,65,6.0,35,0.0,7,206.01822,1
4263,6761.107268,70829,85,14.0,10,0.0,3,553.174109,1
4264,6120.185345,23843,79,1.0,42,0.0,5,344.693511,1
4265,5219.199247,38704,65,10.0,28,0.0,9,9.716628,2
4266,16796.33604,66776,71,11.0,45,0.0,2,131.808343,1
4267,4488.134688,0,66,1.0,61,0.0,9,758.460636,1
4268,2129.063055,0,61,13.0,81,1.0,1,292.8,1
4269,7726.993623,87620,64,3.0,15,0.0,2,24.063693,1
4270,2736.53263,39492,68,12.0,9,0.0,1,326.4,2
4271,4966.848441,0,74,25.0,60,0.0,9,532.8,2
4272,2393.915369,0,70,24.0,10,0.0,1,425.266308,1
4273,4274.618943,39621,109,4.0,23,1.0,1,25.292113,2
4274,7806.137458,23706,68,1.0,56,1.0,2,326.4,2
4275,7380.086414,21841,91,33.0,47,0.0,7,436.8,1
4276,2927.516316,20852,73,8.0,6,0.0,1,383.789732,2
4277,5794.682724,52979,72,14.0,53,0.0,4,345.6,2
4278,9624.524417,25629,124,3.0,70,2.0,6,595.2,1
4279,24061.11048,19168,106,12.0,54,1.0,2,508.8,1
4280,5126.038871,63147,64,1.0,91,0.0,4,87.565229,2
4281,3942.725768,65404,99,16.0,79,0.0,1,300.703109,1
4282,6167.854162,27289,158,4.0,78,2.0,1,758.4,1
4283,12036.62051,44428,104,17.0,61,0.0,2,499.2,2
4284,4698.759935,0,67,27.0,71,0.0,6,321.6,1
4285,2624.099741,11822,70,10.0,89,0.0,1,285.894115,1
4286,4282.947971,40864,109,16.0,70,1.0,1,166.937747,2
4287,17367.52612,41418,112,17.0,80,0.0,2,537.6,1
4288,8763.449964,20132,86,5.0,61,3.0,2,412.8,1
4289,6803.615629,0,94,25.0,20,0.0,6,451.2,2
4290,3886.647414,78108,98,12.0,34,0.0,1,470.4,1
4291,3522.480373,90804,87,1.0,95,0.0,1,169.386126,1
4292,5719.088678,77601,71,27.0,48,0.0,6,276.640352,2
4293,8467.387317,21139,113,15.0,93,0.0,5,656.798232,2
4294,16775.80883,89030,139,31.0,62,0.0,2,49.566591,1
4295,8717.049833,83846,74,22.0,94,3.0,2,355.2,2
4296,7917.119912,0,72,0.0,97,0.0,2,345.6,1
4297,44795.46942,58778,126,6.0,62,0.0,2,302.033971,2
4298,2697.328799,60462,68,14.0,10,1.0,1,216.934983,2
4299,6275.155361,0,90,15.0,55,0.0,3,900.242038,2
4300,4177.876779,14108,109,27.0,88,0.0,1,523.2,1
4301,10972.06778,24164,137,2.0,40,0.0,5,657.6,1
4302,4821.418454,26583,128,6.0,46,4.0,1,614.4,2
4303,8372.851175,12590,73,22.0,1,0.0,2,132.503461,1
4304,4322.240343,0,119,0.0,37,0.0,1,571.2,2
4305,3815.851163,38651,98,12.0,83,0.0,1,470.4,1
4306,5498.940679,22520,73,17.0,64,0.0,3,350.4,2
4307,3857.947176,0,121,12.0,67,2.0,1,1032.204305,1
4308,2489.337928,46051,63,16.0,34,0.0,1,302.4,2
4309,17292.93538,80028,86,34.0,37,0.0,2,114.02307,2
4310,6289.014959,50269,80,15.0,88,0.0,3,32.228778,1
4311,7193.101159,30886,91,7.0,53,0.0,4,103.424766,1
4312,11610.25439,41503,73,28.0,69,0.0,2,15.001594,1
4313,7861.798596,30374,99,1.0,50,0.0,9,304.537298,2
4314,21531.33284,0,101,21.0,35,0.0,2,484.8,1
4315,8564.768226,95697,107,29.0,29,0.0,9,178.006524,2
4316,13798.47871,42780,181,11.0,43,2.0,5,868.8,1
4317,2899.922473,66524,74,15.0,8,4.0,1,238.517525,2
4318,5639.941974,73168,70,21.0,50,0.0,3,425.800112,1
4319,2813.309659,72333,70,10.0,20,0.0,1,177.224451,2
4320,17019.1929,98623,211,17.0,69,0.0,9,1012.8,2
4321,3362.551989,0,97,28.0,29,0.0,1,698.4,1
4322,4881.753428,0,135,0.0,86,0.0,1,648.0,2
4323,3810.238281,0,108,7.0,57,0.0,1,777.6,2
4324,2805.176489,98859,70,3.0,57,0.0,1,504.0,1
4325,2727.735302,0,78,10.0,5,0.0,1,374.4,1
4326,5720.765064,41770,72,0.0,60,0.0,9,476.156957,2
4327,3591.066675,0,96,5.0,35,0.0,1,460.8,1
4328,14635.45158,0,139,5.0,56,0.0,2,667.2,2
4329,5389.499465,66429,136,35.0,93,0.0,1,57.712985,1
4330,4881.394894,90892,61,1.0,31,0.0,6,102.322529,2
4331,4142.561212,48263,104,2.0,32,0.0,1,674.863718,1
4332,8507.128824,46754,106,5.0,70,1.0,9,513.818403,1
4333,7736.654606,68980,98,25.0,87,0.0,7,464.038577,1
4334,9095.15235,65103,115,29.0,41,4.0,3,552.0,1
4335,6796.844769,17937,65,1.0,27,0.0,2,312.0,1
4336,10351.37265,73895,129,2.0,31,0.0,7,825.416826,1
4337,8111.651948,30622,68,22.0,86,0.0,2,326.4,2
