,customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,month
3525,DW19309,Oregon,14226.50485,No,Premium,High School or Below,2011-01-08,Employed,M,65726,Suburban,Married,177,35.0,90,0.0,7,Corporate Auto,Corporate L1,Offer1,Agent,849.6,SUV,Medsize,1
3526,GQ57207,California,2359.423599,Yes,Basic,Bachelor,2011-01-11,Disabled,F,19864,Suburban,Divorced,63,22.0,96,0.0,1,Personal Auto,Personal L2,Offer1,Web,352.394515,Four-Door Car,Medsize,1
3527,GE45663,Arizona,5217.513287,Yes,Basic,Bachelor,2011-02-17,Employed,F,39854,Urban,Divorced,66,6.0,4,0.0,7,Personal Auto,Personal L3,Offer2,Web,261.930545,Two-Door Car,Medsize,2
3528,RS66246,California,2943.045259,No,Extended,High School or Below,2011-01-18,Unemployed,F,0,Suburban,Single,81,26.0,23,0.0,1,Personal Auto,Personal L3,Offer4,Branch,388.8,Two-Door Car,Large,1
3529,PV55726,Oregon,4170.687348,Yes,Basic,Master,2011-01-17,Employed,F,29462,Suburban,Single,107,28.0,23,1.0,1,Personal Auto,Personal L2,Offer2,Branch,513.6,SUV,Large,1
3530,OU81877,Oregon,4726.963307,No,Basic,High School or Below,2011-01-09,Unemployed,M,0,Suburban,Married,64,10.0,16,0.0,6,Personal Auto,Personal L1,Offer4,Agent,307.2,Four-Door Car,Medsize,1
3531,AX45422,California,13786.70272,No,Basic,High School or Below,2011-01-19,Unemployed,F,0,Suburban,Married,61,21.0,24,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,370.755025,Four-Door Car,Medsize,1
3532,FG18525,Nevada,2124.173841,No,Basic,Bachelor,2011-01-23,Unemployed,M,0,Rural,Married,61,17.0,14,1.0,1,Personal Auto,Personal L3,Offer4,Web,60.5975,Two-Door Car,Medsize,1
3533,VS40267,California,30850.58677,No,Basic,High School or Below,2011-02-08,Disabled,M,25503,Suburban,Married,115,12.0,59,0.0,2,Personal Auto,Personal L3,Offer2,Branch,552.0,SUV,Medsize,2
3534,KC17170,Arizona,5465.603983,No,Basic,Bachelor,2011-01-31,Employed,F,54422,Rural,Married,68,9.0,8,0.0,5,Corporate Auto,Corporate L3,Offer1,Branch,75.501852,Four-Door Car,Medsize,1
3535,CW57656,Oregon,11196.01927,No,Extended,College,2011-01-10,Employed,F,75457,Rural,Married,93,0.0,79,0.0,2,Personal Auto,Personal L3,Offer1,Agent,151.572213,Four-Door Car,Medsize,1
3536,LA80525,Nevada,5454.890731,No,Extended,Bachelor,2011-02-22,Unemployed,M,0,Suburban,Divorced,82,4.0,77,1.0,3,Corporate Auto,Corporate L3,Offer1,Branch,393.6,Two-Door Car,Large,2
3537,GA72966,Oregon,8427.172486,Yes,Extended,Bachelor,2011-02-10,Employed,F,46503,Suburban,Divorced,215,4.0,21,1.0,1,Personal Auto,Personal L3,Offer1,Agent,1032.0,Luxury SUV,Medsize,2
3538,MZ10085,Nevada,4328.373176,No,Basic,High School or Below,2011-02-14,Employed,M,72531,Suburban,Married,109,35.0,20,1.0,1,Personal Auto,Personal L2,Offer2,Call Center,523.2,Sports Car,Medsize,2
3539,UP57305,California,5087.015287,No,Basic,Bachelor,2011-01-11,Employed,M,22726,Suburban,Married,65,25.0,73,0.0,3,Personal Auto,Personal L2,Offer2,Branch,312.0,Four-Door Car,Medsize,1
3540,WI38796,Oregon,9123.911266,No,Basic,Bachelor,2011-01-03,Employed,M,70737,Suburban,Married,114,25.0,12,0.0,4,Corporate Auto,Corporate L3,Offer4,Web,741.655597,SUV,Medsize,1
3541,WH56217,Washington,8927.565817,No,Basic,College,2011-02-14,Medical Leave,M,29136,Suburban,Divorced,118,16.0,72,0.0,9,Corporate Auto,Corporate L1,Offer1,Agent,566.4,SUV,Large,2
3542,XU20264,Arizona,8564.772996,No,Premium,Bachelor,2011-02-03,Disabled,M,23506,Suburban,Single,113,0.0,27,0.0,9,Personal Auto,Personal L3,Offer1,Branch,813.6,Four-Door Car,Medsize,2
3543,XM45289,Oregon,5514.344018,No,Basic,High School or Below,2011-01-02,Employed,F,23218,Suburban,Single,71,7.0,10,0.0,4,Personal Auto,Personal L2,Offer4,Agent,447.79344,Two-Door Car,Medsize,1
3544,KT97561,Arizona,8382.630118,Yes,Basic,High School or Below,2011-02-04,Retired,M,19683,Suburban,Married,117,17.0,41,1.0,9,Personal Auto,Personal L2,Offer1,Web,561.6,Sports Car,Medsize,2
3545,KL58949,California,5577.942343,No,Basic,Bachelor,2011-02-18,Employed,M,70190,Rural,Single,71,20.0,22,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,15.169017,Two-Door Car,Medsize,2
3546,KT61396,California,3821.819872,No,Extended,College,2011-01-16,Employed,F,79189,Rural,Married,95,20.0,50,0.0,1,Corporate Auto,Corporate L2,Offer2,Branch,50.171541,Two-Door Car,Small,1
3547,MF65419,Oregon,3979.586552,No,Basic,Bachelor,2011-02-02,Unemployed,M,0,Suburban,Single,116,32.0,57,0.0,1,Personal Auto,Personal L3,Offer1,Branch,835.2,Sports Car,Medsize,2
3548,XW96958,Nevada,7573.345057,No,Premium,High School or Below,2011-02-20,Unemployed,M,0,Suburban,Single,110,6.0,37,0.0,6,Corporate Auto,Corporate L3,Offer1,Agent,1193.036154,Four-Door Car,Large,2
3549,DS97676,Oregon,2555.051532,No,Basic,College,2011-02-03,Unemployed,F,0,Suburban,Single,72,14.0,24,0.0,1,Personal Auto,Personal L2,Offer2,Agent,518.4,Four-Door Car,Large,2
3550,IA78643,Washington,8007.399376,Yes,Basic,High School or Below,2011-01-02,Unemployed,F,0,Suburban,Divorced,112,12.0,93,0.0,3,Personal Auto,Personal L3,Offer1,Web,537.6,Sports Car,Medsize,1
3551,YV23210,Oregon,7422.186246,No,Basic,High School or Below,2011-01-18,Employed,M,23617,Suburban,Married,189,0.0,47,0.0,1,Personal Auto,Personal L1,Offer3,Agent,907.2,Luxury Car,Small,1
3552,PY50779,Arizona,7060.212867,No,Extended,High School or Below,2011-01-27,Employed,M,85412,Rural,Divorced,88,33.0,92,0.0,3,Personal Auto,Personal L1,Offer1,Call Center,134.684555,Four-Door Car,Medsize,1
3553,EO40136,Arizona,2912.248444,No,Basic,College,2011-01-24,Employed,F,93403,Urban,Divorced,73,18.0,32,0.0,1,Personal Auto,Personal L2,Offer2,Web,295.224598,Four-Door Car,Small,1
3554,CA45756,Arizona,22185.88045,No,Basic,Master,2011-02-27,Employed,F,60426,Rural,Single,62,0.0,97,0.0,2,Corporate Auto,Corporate L2,Offer1,Call Center,133.284622,Two-Door Car,Medsize,2
3555,LN31673,Washington,11318.08982,No,Extended,College,2011-02-06,Employed,M,38923,Rural,Married,99,6.0,83,2.0,2,Personal Auto,Personal L3,Offer1,Agent,115.728852,Four-Door Car,Medsize,2
3556,GW14109,California,38496.94701,No,Extended,High School or Below,2011-02-02,Employed,F,48409,Urban,Single,124,13.0,60,0.0,2,Special Auto,Special L3,Offer1,Agent,345.211703,SUV,Medsize,2
3557,RT37588,Arizona,11218.44173,No,Extended,High School or Below,2011-01-23,Employed,F,69268,Rural,Married,93,31.0,20,0.0,2,Personal Auto,Personal L1,Offer2,Agent,19.170855,Two-Door Car,Medsize,1
3558,QJ65440,California,28824.06193,No,Extended,Bachelor,2011-02-04,Unemployed,F,0,Suburban,Single,87,13.0,3,1.0,2,Corporate Auto,Corporate L3,Offer1,Agent,626.4,Four-Door Car,Medsize,2
3559,NL74789,California,7324.928202,No,Premium,Bachelor,2011-02-14,Unemployed,F,0,Suburban,Single,105,4.0,98,0.0,6,Special Auto,Special L2,Offer1,Branch,504.0,Two-Door Car,Medsize,2
3560,YO23637,Washington,4194.906755,No,Basic,College,2011-02-24,Unemployed,M,0,Suburban,Single,64,0.0,60,3.0,4,Special Auto,Special L3,Offer1,Branch,759.285255,Two-Door Car,Medsize,2
3561,VM85856,Oregon,2574.020376,Yes,Basic,Master,2011-01-14,Employed,F,34990,Rural,Single,65,23.0,73,0.0,1,Personal Auto,Personal L3,Offer2,Web,42.689135,Four-Door Car,Medsize,1
3562,BZ36030,Oregon,12590.93519,No,Premium,College,2011-01-11,Employed,M,62575,Suburban,Married,106,5.0,21,0.0,2,Personal Auto,Personal L1,Offer2,Call Center,508.8,Two-Door Car,Medsize,1
3563,GI89160,California,31934.62164,No,Basic,Bachelor,2011-01-06,Employed,F,56516,Suburban,Married,199,26.0,46,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,955.2,Luxury SUV,Medsize,1
3564,JC18314,California,7089.046071,No,Extended,Bachelor,2011-01-10,Employed,M,28121,Suburban,Divorced,90,16.0,0,0.0,4,Personal Auto,Personal L1,Offer2,Agent,432.0,Two-Door Car,Medsize,1
3565,EL81968,Oregon,7661.388132,No,Extended,Bachelor,2011-02-15,Employed,M,66726,Urban,Married,97,3.0,60,1.0,7,Personal Auto,Personal L2,Offer2,Call Center,335.840529,Two-Door Car,Medsize,2
3566,VQ67172,Oregon,18542.30074,No,Basic,College,2011-01-09,Unemployed,F,0,Suburban,Married,72,30.0,48,0.0,2,Corporate Auto,Corporate L2,Offer4,Agent,622.992063,Four-Door Car,Small,1
3567,WM95454,California,2867.312197,Yes,Extended,Bachelor,2011-01-03,Retired,F,23376,Suburban,Divorced,78,19.0,18,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,374.4,Four-Door Car,Medsize,1
3568,KI75855,Oregon,2551.226692,Yes,Basic,Master,2011-01-19,Employed,M,79751,Suburban,Married,63,15.0,67,0.0,1,Personal Auto,Personal L3,Offer3,Web,392.235698,Two-Door Car,Small,1
3569,RP33869,Washington,2577.514741,No,Basic,Bachelor,2011-02-19,Employed,F,49467,Suburban,Divorced,65,1.0,96,0.0,1,Personal Auto,Personal L3,Offer1,Call Center,413.695258,Two-Door Car,Small,2
3570,BD77090,Washington,8609.158215,Yes,Basic,Bachelor,2011-01-14,Employed,F,79090,Urban,Married,107,2.0,74,0.0,3,Personal Auto,Personal L1,Offer2,Branch,289.040734,SUV,Medsize,1
3571,DU68331,Oregon,7316.650059,No,Basic,College,2011-01-02,Employed,F,30493,Rural,Married,62,15.0,56,1.0,2,Personal Auto,Personal L3,Offer1,Branch,108.09413,Two-Door Car,Medsize,1
3572,TO20795,Washington,32467.66151,No,Premium,Doctor,2011-01-16,Employed,M,37675,Suburban,Single,104,23.0,18,0.0,2,Corporate Auto,Corporate L3,Offer3,Agent,731.970027,Four-Door Car,Medsize,1
3573,LR49580,Oregon,5061.180855,No,Basic,Bachelor,2011-02-14,Employed,F,59216,Urban,Married,64,0.0,66,2.0,7,Personal Auto,Personal L3,Offer2,Branch,200.493214,Four-Door Car,Large,2
3574,NC40609,Nevada,3135.579831,No,Extended,College,2011-01-13,Unemployed,M,0,Suburban,Single,91,12.0,6,0.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,707.264022,Four-Door Car,Small,1
3575,VZ51506,Arizona,3595.31286,No,Basic,High School or Below,2011-01-21,Unemployed,F,0,Suburban,Single,103,20.0,43,0.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,741.6,Sports Car,Medsize,1
3576,FJ31683,Washington,2842.822337,No,Basic,Doctor,2011-01-04,Employed,F,43793,Rural,Married,71,8.0,31,0.0,1,Personal Auto,Personal L2,Offer2,Agent,16.150175,Four-Door Car,Medsize,1
3577,FE93959,California,7535.42519,No,Basic,Doctor,2011-01-24,Employed,M,37496,Suburban,Single,65,1.0,36,0.0,2,Corporate Auto,Corporate L2,Offer3,Agent,312.0,Two-Door Car,Small,1
3578,RW65101,California,18039.11422,No,Basic,College,2011-01-31,Unemployed,F,0,Suburban,Single,63,28.0,82,0.0,2,Personal Auto,Personal L3,Offer3,Web,503.204804,Four-Door Car,Medsize,1
3579,IC82877,Arizona,14031.70314,No,Basic,Bachelor,2011-01-08,Employed,M,58092,Urban,Married,72,7.0,56,1.0,2,Personal Auto,Personal L2,Offer2,Branch,202.24202,Two-Door Car,Medsize,1
3580,TH67541,Arizona,5652.72374,No,Basic,High School or Below,2011-01-07,Medical Leave,F,16171,Urban,Married,74,8.0,36,0.0,4,Corporate Auto,Corporate L3,Offer1,Agent,311.004168,Four-Door Car,Medsize,1
3581,ZC32510,Arizona,9339.341599,No,Premium,High School or Below,2011-02-22,Employed,M,69442,Suburban,Married,118,26.0,6,3.0,3,Personal Auto,Personal L1,Offer3,Branch,1265.570302,Four-Door Car,Small,2
3582,KO95143,California,8521.738901,No,Premium,High School or Below,2011-02-21,Employed,M,37910,Suburban,Married,108,7.0,9,0.0,7,Personal Auto,Personal L3,Offer1,Agent,518.4,Four-Door Car,Medsize,2
3583,XY33610,Washington,15695.53941,No,Basic,College,2011-01-27,Employed,M,97750,Urban,Divorced,65,15.0,51,0.0,2,Personal Auto,Personal L3,Offer2,Agent,303.002922,Four-Door Car,Medsize,1
3584,ES88339,California,3337.980868,No,Extended,Master,2011-01-15,Employed,M,60607,Urban,Married,83,2.0,82,0.0,1,Corporate Auto,Corporate L1,Offer2,Web,379.583119,Four-Door Car,Medsize,1
3585,PQ36549,Arizona,5598.273622,No,Basic,Bachelor,2011-02-09,Disabled,M,14174,Suburban,Married,72,1.0,62,0.0,8,Personal Auto,Personal L1,Offer1,Call Center,345.6,Four-Door Car,Medsize,2
3586,EC13382,Oregon,11981.98481,Yes,Basic,Master,2011-01-20,Retired,F,21514,Urban,Married,62,0.0,59,0.0,2,Corporate Auto,Corporate L2,Offer1,Agent,257.248789,Two-Door Car,Medsize,1
3587,TG68823,Arizona,5318.89664,Yes,Basic,Bachelor,2011-01-12,Employed,F,25134,Suburban,Married,67,3.0,0,0.0,6,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Small,1
3588,MW98508,Oregon,2889.087654,No,Basic,College,2011-02-13,Employed,F,72075,Rural,Married,73,32.0,1,2.0,1,Special Auto,Special L3,Offer2,Web,22.569825,Four-Door Car,Medsize,2
3589,GU42671,Arizona,6106.941981,No,Extended,Bachelor,2011-02-21,Medical Leave,F,16654,Suburban,Married,79,23.0,31,0.0,7,Personal Auto,Personal L3,Offer1,Branch,379.2,Four-Door Car,Medsize,2
3590,RM83767,Washington,5970.995737,No,Extended,College,2011-01-23,Employed,M,64008,Urban,Single,85,9.0,66,5.0,5,Personal Auto,Personal L3,Offer3,Agent,372.893812,Four-Door Car,Medsize,1
3591,DI65961,Arizona,7832.569008,No,Basic,High School or Below,2011-01-09,Employed,M,34644,Suburban,Married,66,7.0,36,0.0,2,Personal Auto,Personal L3,Offer4,Agent,316.8,Four-Door Car,Medsize,1
3592,PM76175,Oregon,21147.27716,No,Extended,Bachelor,2011-01-07,Employed,F,49721,Suburban,Married,132,18.0,49,0.0,2,Corporate Auto,Corporate L3,Offer3,Call Center,639.971388,Sports Car,Large,1
3593,WF73839,Arizona,7597.910661,No,Basic,College,2011-02-04,Employed,F,49937,Urban,Married,64,1.0,45,0.0,2,Personal Auto,Personal L2,Offer3,Web,302.586407,Two-Door Car,Medsize,2
3594,JN69287,California,3479.760165,No,Extended,High School or Below,2011-01-08,Employed,M,35033,Suburban,Married,87,26.0,53,0.0,1,Personal Auto,Personal L2,Offer1,Agent,490.638202,Two-Door Car,Small,1
3595,ZX50209,California,10960.93667,No,Extended,College,2011-02-17,Employed,F,29815,Rural,Single,95,35.0,18,0.0,2,Personal Auto,Personal L1,Offer4,Agent,76.175672,Four-Door Car,Medsize,2
3596,KN25556,Arizona,7200.664877,Yes,Basic,College,2011-01-26,Unemployed,F,0,Suburban,Married,66,16.0,77,0.0,2,Personal Auto,Personal L1,Offer2,Agent,316.8,Four-Door Car,Medsize,1
3597,KT91115,Oregon,4690.793868,No,Premium,Bachelor,2011-01-12,Employed,M,43367,Suburban,Divorced,118,6.0,20,0.0,1,Personal Auto,Personal L1,Offer2,Branch,1026.741926,Four-Door Car,Medsize,1
3598,CN30964,California,6685.797205,No,Extended,Bachelor,2011-02-26,Employed,F,31517,Suburban,Married,84,33.0,74,2.0,3,Personal Auto,Personal L3,Offer4,Agent,604.8,Two-Door Car,Small,2
3599,LA97014,Washington,2576.513006,No,Basic,Bachelor,2011-02-24,Employed,M,37574,Suburban,Married,66,19.0,14,1.0,1,Personal Auto,Personal L1,Offer1,Agent,412.101933,Two-Door Car,Medsize,2
3600,KA89683,Arizona,2523.171245,No,Basic,High School or Below,2011-01-30,Unemployed,F,0,Suburban,Single,70,20.0,81,0.0,1,Personal Auto,Personal L1,Offer1,Branch,504.0,Four-Door Car,Small,1
3601,VZ64716,Oregon,11546.17372,No,Extended,Master,2011-02-26,Employed,M,81081,Rural,Married,96,32.0,34,1.0,2,Corporate Auto,Corporate L2,Offer4,Call Center,206.211089,Four-Door Car,Medsize,2
3602,IU25463,California,12252.60179,No,Premium,Bachelor,2011-02-18,Unemployed,F,0,Suburban,Married,115,12.0,17,1.0,2,Personal Auto,Personal L2,Offer1,Agent,552.0,Four-Door Car,Medsize,2
3603,WK30175,Oregon,2672.095756,No,Basic,Bachelor,2011-02-10,Employed,M,52822,Suburban,Married,67,23.0,88,0.0,1,Corporate Auto,Corporate L1,Offer1,Branch,350.529033,Two-Door Car,Small,2
3604,JG41490,Arizona,2396.219292,Yes,Basic,Bachelor,2011-01-10,Unemployed,F,0,Suburban,Married,66,6.0,71,2.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,433.160284,Four-Door Car,Large,1
3605,CG15505,California,19160.98994,Yes,Extended,Master,2011-02-20,Employed,F,22705,Suburban,Divorced,239,19.0,59,0.0,7,Personal Auto,Personal L3,Offer2,Agent,1294.700423,Luxury SUV,Medsize,2
3606,BJ58596,California,2486.428407,No,Basic,High School or Below,2011-02-24,Unemployed,F,0,Suburban,Single,72,22.0,55,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,518.4,Two-Door Car,Large,2
3607,LA53648,California,8992.779137,No,Extended,High School or Below,2011-01-27,Unemployed,F,0,Suburban,Single,129,13.0,4,0.0,7,Personal Auto,Personal L1,Offer1,Call Center,1059.572464,SUV,Medsize,1
3608,ZC69696,Arizona,35440.14262,No,Basic,College,2011-02-16,Employed,F,74560,Suburban,Divorced,110,31.0,20,0.0,2,Personal Auto,Personal L3,Offer1,Branch,528.0,SUV,Medsize,2
3609,WU63862,Oregon,5420.361822,No,Basic,College,2011-01-10,Employed,M,31614,Urban,Single,71,26.0,69,0.0,4,Personal Auto,Personal L3,Offer2,Branch,234.683628,Four-Door Car,Medsize,1
3610,YC67208,California,2227.072755,Yes,Basic,High School or Below,2011-01-05,Retired,M,27972,Suburban,Married,61,7.0,38,0.0,1,Personal Auto,Personal L3,Offer3,Web,292.8,Four-Door Car,Medsize,1
3611,WC35554,Oregon,4530.530663,No,Basic,College,2011-01-21,Employed,M,34640,Urban,Married,117,23.0,54,2.0,1,Personal Auto,Personal L2,Offer1,Call Center,466.318191,Sports Car,Medsize,1
3612,JA60749,Oregon,9035.671134,Yes,Premium,High School or Below,2011-01-21,Employed,F,34337,Suburban,Married,113,20.0,44,0.0,9,Personal Auto,Personal L3,Offer2,Web,542.4,Four-Door Car,Large,1
3613,SK65854,Nevada,5728.581037,No,Basic,College,2011-01-30,Employed,F,29730,Suburban,Married,72,1.0,76,0.0,3,Personal Auto,Personal L1,Offer3,Branch,463.21435,Four-Door Car,Medsize,1
3614,BG96711,California,2576.380679,No,Basic,Bachelor,2011-01-11,Employed,M,24732,Suburban,Divorced,67,4.0,49,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,321.6,Four-Door Car,Small,1
3615,RM42344,Oregon,2745.129849,No,Basic,College,2011-01-15,Employed,M,91757,Suburban,Married,69,29.0,58,1.0,1,Personal Auto,Personal L3,Offer2,Web,331.2,Four-Door Car,Medsize,1
3616,PP20957,Nevada,7799.440458,No,Basic,Bachelor,2011-01-06,Unemployed,F,0,Suburban,Married,105,33.0,7,0.0,3,Personal Auto,Personal L3,Offer1,Web,504.0,SUV,Medsize,1
3617,DM16101,Washington,4754.653816,No,Basic,College,2011-02-05,Employed,F,30886,Rural,Divorced,61,8.0,36,0.0,6,Special Auto,Special L2,Offer2,Agent,8.315904,Four-Door Car,Medsize,2
3618,WQ46946,California,7914.82311,No,Extended,College,2011-02-09,Employed,F,77153,Urban,Married,99,3.0,27,1.0,5,Personal Auto,Personal L3,Offer1,Branch,355.641958,Four-Door Car,Medsize,2
3619,XR37151,California,9103.700091,No,Extended,Bachelor,2011-02-27,Unemployed,F,0,Suburban,Single,131,18.0,41,0.0,3,Personal Auto,Personal L2,Offer2,Branch,628.8,Sports Car,Medsize,2
3620,JR22900,California,18484.80858,No,Basic,College,2011-02-11,Employed,F,36153,Urban,Married,117,27.0,6,1.0,2,Corporate Auto,Corporate L3,Offer2,Agent,323.424189,Sports Car,Medsize,2
3621,AJ69060,California,14260.91441,No,Extended,College,2011-01-02,Unemployed,M,0,Rural,Married,99,2.0,30,0.0,2,Personal Auto,Personal L1,Offer4,Branch,204.121476,Two-Door Car,Medsize,1
3622,VZ70667,Oregon,14206.98091,No,Basic,College,2011-01-14,Disabled,F,26056,Suburban,Married,73,17.0,73,0.0,2,Personal Auto,Personal L3,Offer1,Branch,355.558088,Four-Door Car,Medsize,1
3623,DY69629,Oregon,3096.511217,Yes,Extended,College,2011-02-12,Employed,F,21604,Suburban,Divorced,79,14.0,28,0.0,1,Corporate Auto,Corporate L2,Offer1,Branch,379.2,Four-Door Car,Medsize,2
3624,OA96690,Oregon,7421.593541,No,Extended,High School or Below,2011-01-10,Employed,F,47406,Urban,Married,94,2.0,96,1.0,6,Personal Auto,Personal L3,Offer1,Agent,287.149807,Four-Door Car,Medsize,1
3625,CO44659,Arizona,3337.59441,No,Extended,Bachelor,2011-01-13,Employed,F,43510,Urban,Married,83,8.0,75,0.0,1,Personal Auto,Personal L3,Offer3,Agent,238.088581,Four-Door Car,Medsize,1
3626,OS54451,California,2627.831472,No,Basic,Bachelor,2011-02-11,Employed,M,31964,Rural,Married,67,30.0,90,0.0,1,Personal Auto,Personal L2,Offer2,Web,120.060283,Four-Door Car,Medsize,2
3627,SQ37580,Arizona,5219.886414,No,Basic,Bachelor,2011-01-04,Employed,F,64964,Urban,Single,66,9.0,84,0.0,5,Personal Auto,Personal L3,Offer3,Call Center,286.967405,Four-Door Car,Medsize,1
3628,QB14114,Oregon,5275.056933,No,Extended,High School or Below,2011-01-13,Employed,F,81850,Urban,Single,132,1.0,75,0.0,1,Personal Auto,Personal L3,Offer1,Call Center,429.860895,Sports Car,Medsize,1
3629,QK24293,Oregon,6265.343299,Yes,Extended,Doctor,2011-01-13,Unemployed,F,0,Suburban,Married,84,18.0,25,1.0,4,Corporate Auto,Corporate L1,Offer1,Agent,481.025786,Four-Door Car,Medsize,1
3630,YY71144,Oregon,8717.049833,Yes,Basic,College,2011-02-14,Employed,M,83846,Suburban,Married,74,22.0,94,3.0,2,Personal Auto,Personal L1,Offer2,Agent,355.2,Four-Door Car,Large,2
3631,BG80246,Arizona,5570.17755,No,Basic,College,2011-01-11,Disabled,F,22679,Suburban,Married,72,25.0,32,0.0,4,Personal Auto,Personal L3,Offer1,Branch,345.6,Two-Door Car,Small,1
3632,SJ86522,California,6827.044423,No,Basic,High School or Below,2011-01-12,Unemployed,M,0,Suburban,Single,102,5.0,26,0.0,9,Corporate Auto,Corporate L3,Offer2,Agent,956.689634,SUV,Medsize,1
3633,FC10193,Washington,10620.49148,No,Basic,College,2011-01-28,Employed,F,35601,Urban,Single,69,34.0,15,0.0,2,Personal Auto,Personal L1,Offer3,Branch,249.803437,Four-Door Car,Medsize,1
3634,EW46828,Arizona,8060.161694,No,Basic,High School or Below,2011-01-03,Employed,M,23671,Suburban,Divorced,69,32.0,45,0.0,2,Personal Auto,Personal L3,Offer1,Branch,331.2,Four-Door Car,Medsize,1
3635,BU27331,Arizona,4468.510542,No,Basic,Bachelor,2011-01-31,Unemployed,M,0,Suburban,Single,73,7.0,57,3.0,5,Personal Auto,Personal L3,Offer3,Call Center,579.165954,Four-Door Car,Medsize,1
3636,SM10031,California,2933.498052,No,Extended,Master,2011-01-08,Unemployed,M,0,Suburban,Married,78,22.0,98,0.0,1,Personal Auto,Personal L3,Offer1,Branch,398.421636,Four-Door Car,Medsize,1
3637,OH60605,Oregon,3652.532435,No,Extended,High School or Below,2011-02-23,Employed,F,39679,Suburban,Married,92,2.0,85,0.0,1,Personal Auto,Personal L3,Offer2,Branch,641.388616,Two-Door Car,Medsize,2
3638,OH69760,Arizona,5181.054467,No,Basic,College,2011-02-02,Unemployed,F,0,Suburban,Married,70,4.0,64,0.0,7,Personal Auto,Personal L1,Offer1,Branch,336.0,Four-Door Car,Large,2
3639,IZ37104,California,2267.604038,No,Basic,Doctor,2011-01-26,Unemployed,M,0,Suburban,Married,61,3.0,67,0.0,1,Personal Auto,Personal L2,Offer4,Call Center,292.8,Four-Door Car,Medsize,1
3640,RA66180,Washington,2764.032126,No,Basic,High School or Below,2011-01-10,Employed,F,33837,Urban,Married,72,29.0,54,4.0,1,Corporate Auto,Corporate L2,Offer1,Branch,305.575785,Two-Door Car,Medsize,1
3641,AY84441,Oregon,4002.857594,No,Basic,High School or Below,2011-01-31,Unemployed,M,0,Suburban,Single,114,3.0,93,0.0,1,Personal Auto,Personal L2,Offer3,Call Center,820.8,SUV,Medsize,1
3642,ZZ41158,Washington,4089.429492,No,Basic,College,2011-02-24,Employed,M,28506,Suburban,Married,104,27.0,37,0.0,1,Personal Auto,Personal L1,Offer2,Agent,499.2,SUV,Small,2
3643,XU57332,California,8736.501241,No,Basic,College,2011-02-10,Employed,F,53173,Suburban,Single,112,30.0,57,0.0,4,Personal Auto,Personal L1,Offer1,Call Center,1169.409787,SUV,Medsize,2
3644,NY91328,California,9029.71466,No,Extended,Bachelor,2011-02-02,Retired,F,16972,Suburban,Divorced,125,17.0,89,0.0,5,Personal Auto,Personal L3,Offer1,Agent,600.0,SUV,Large,2
3645,EK71077,California,11510.36033,No,Basic,Bachelor,2011-02-17,Unemployed,F,0,Suburban,Married,61,11.0,39,0.0,2,Corporate Auto,Corporate L1,Offer3,Agent,439.2,Four-Door Car,Medsize,2
3646,ZU50513,California,8954.840118,No,Basic,Bachelor,2011-01-31,Employed,F,97736,Rural,Married,74,19.0,22,0.0,2,Personal Auto,Personal L2,Offer4,Agent,60.090984,Four-Door Car,Medsize,1
3647,DY18947,Arizona,9152.489511,No,Premium,High School or Below,2011-02-21,Employed,F,60423,Rural,Married,114,23.0,44,0.0,9,Personal Auto,Personal L3,Offer1,Call Center,137.611531,Four-Door Car,Medsize,2
3648,NY24020,Arizona,3748.99343,No,Extended,High School or Below,2011-02-24,Employed,M,82189,Urban,Divorced,94,20.0,17,0.0,1,Personal Auto,Personal L3,Offer2,Web,354.081091,Two-Door Car,Medsize,2
3649,QA66968,California,6756.062791,No,Extended,Bachelor,2011-01-31,Employed,F,46879,Urban,Married,86,3.0,62,2.0,3,Personal Auto,Personal L3,Offer1,Agent,324.944098,Four-Door Car,Medsize,1
3650,UM52895,California,13104.30284,No,Basic,Bachelor,2011-01-26,Employed,F,30130,Suburban,Married,110,22.0,12,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,528.0,SUV,Small,1
3651,XJ60303,California,13406.92021,No,Premium,Bachelor,2011-01-18,Employed,F,25048,Suburban,Married,167,0.0,11,0.0,5,Personal Auto,Personal L1,Offer1,Agent,801.6,SUV,Medsize,1
3652,TV37646,California,4794.116328,No,Basic,College,2011-02-12,Employed,F,70012,Suburban,Married,119,22.0,33,0.0,1,Personal Auto,Personal L3,Offer4,Agent,755.19863,SUV,Small,2
